SID,response,entry,entry_number,response_times
S87Q76NA,F Scott Fitzgerald,f scott fitzgerald,4,15038.3
SENRROOG,jk rowling,jk rowling,4,5915.2
SENRROOG,colleen hoover,colleen hoover,5,8983.6
SENRROOG,kurt vonnegut,kurt vonnegut,6,8509.5
T6E9EPOZ,Fyodor Dostoevsky,fyodor dostoevsky,1,12075.4
T6E9EPOZ,Leo Tolstoy,leo tolstoy,2,7032.4
TPWBA9PZ,jung,jung,6,8098.3
TPWBA9PZ,langston hughes,langston hughes,9,2159.8
U2N1A8VX,jane austen,jane austen,3,3182.6
U2N1A8VX,charles dickens,charles dickens,5,6051.6
U2N1A8VX,emily bronte,emily brontë,7,14188.3
U4TQC9J3,John Steinbeck,john steinbeck,2,5383.4
U4TQC9J3,Barbara Kingsolver,barbara kingsolver,5,5685.2
U4TQC9J3,Edgar Allen Poe,edgar allan poe,7,5793.4
U4TQC9J3,Sylvia Plath,sylvia plath,8,6519.4
U7RW6MVC,miller,miller,6,1650.6
U7RW6MVC,shakespeare,shakespeare,8,10426.6
UIBPJL1Q,jk rowling,j.k. rowling,2,2306.0
UIBPJL1Q,rick riordan,rick riordan,9,9349.0
UVAI5SO9,Stephen king,stephen king,3,1500.0
UVAI5SO9,jk rowling,j.k. rowling,4,3586.0
UVAI5SO9,jrr tolkein,j.r.r. tolkien,5,8900.0
UVAI5SO9,ocean vuong,ocean vuong,7,4068.0
VJJ2VCIY,Maya angelou,maya angelou,1,5293.6
VNHTSXTP,rick riordan,rick riordan,1,4542.9
VNHTSXTP,sarah j. maas,sarah j. maas,3,7132.4
VNHTSXTP,rohl dahl,roald dahl,4,7233.7
VNHTSXTP,stephen king,stephen king,5,22708.1
VNHTSXTP,jane austen,jane austen,6,9344.1
VNHTSXTP,shakespeare,shakespeare,7,2605.5
VNSY2V6A,Albert Camus,albert camus,2,3964.4
VNSY2V6A,Jane Austen,jane austen,3,3844.0
VNSY2V6A,Bronte,bronte,4,3809.2
VNSY2V6A,Shakespeare,shakespeare,6,5467.2
VNSY2V6A,Paolo Coelho,paulo coelho,8,11932.5
W6Z3Y3K6,Mark Twain,mark twain,1,4204.8
W6Z3Y3K6,Virgina Woolf,virginia woolf,2,18005.1
W6Z3Y3K6,Syvia Plath,sylvia plath,3,6009.0
W6Z3Y3K6,Jane Austen,jane austen,4,18882.9
W6Z3Y3K6,Charles Dickens,charles dickens,5,4435.3
W6Z3Y3K6,Mary Shelley,mary shelley,6,7982.9
WU4Q5VLP,JRR Tolkein,j.r.r. tolkien,6,10237.0
WU4Q5VLP,Rick Riordan,rick riordan,7,7337.0
WU4Q5VLP,John Green,john green,8,4143.0
WU4Q5VLP,Jane Austen,jane austen,10,7340.0
XAA8CS8F,colleen hoover,colleen hoover,4,14367.7
XAA8CS8F,road dahl,roald dahl,5,10982.9
XILQXDX5,edgar allen poe,edgar allan poe,1,2908.0
XILQXDX5,emily bronte,emily brontë,2,3320.0
XILQXDX5,charles dickens,charles dickens,3,3067.0
XILQXDX5,dr seuss,dr. seuss,4,4603.0
XILQXDX5,scott f fitzgerald,f. scott fitzgerald,5,10038.0
XILQXDX5,stephen king,stephen king,6,4665.0
XILQXDX5,shakespeare,william shakespeare,7,19276.0
XILQXDX5,mark twain,mark twain,8,9113.0
XILQXDX5,j d salinger,j.d. salinger,9,2166.0
XJF7RLTQ,jk rowling,j.k. rowling,1,5781.1
XJF7RLTQ,csw lewis,c.s. lewis,4,7016.7
XV9JV4CP,Edgar Allan Poe,edgar allan poe,1,8618.0
XV9JV4CP,JK Rowling,j.k. rowling,2,4263.0
XV9JV4CP,Colleen Hoover,colleen hoover,3,16660.0
Y0GQPG0K,ray bradbury,ray bradbury,1,1706.0
Y0GQPG0K,sylvia plath,sylvia plath,3,4618.0
Y0GQPG0K,james joyce,james joyce,4,15766.0
Y0GQPG0K,jk rowling,j.k. rowling,5,1574.0
Y0GQPG0K,rick riordan,rick riordan,6,1610.0
Y0GQPG0K,jane austen,jane austen,7,4647.0
Y0GQPG0K,frank herbert,frank herbert,11,4095.0
Y0GQPG0K,EXCLUDE,leo tolstoy,14,672.0
YDKEN7JY,rick riordan,rick riordan,2,1570.0
YDKEN7JY,emily henry,emily henry,6,4791.0
YDKEN7JY,jk rowling,j.k. rowling,8,14918.0
YMQ1DC06,kafka,franz kafka,1,3879.0
YMQ1DC06,toni morrison,toni morrison,2,12606.0
YMQ1DC06,kazuo ishiguro,kazuo ishiguro,3,10304.0
YMQ1DC06,Maya angelou,maya angelou,5,5094.0
YMQ1DC06,Nicholas sparks,nicholas sparks,7,5442.0
YP5UHRSA,Dr. Seuss,dr. seuss,1,2993.4
YP5UHRSA,J.K Rowling,j.k. rowling,2,9583.8
YP5UHRSA,Michelle Obama,michelle obama,6,8424.7
YQ5FHGIU,Nathaniel Hawthorne,nathaniel hawthorne,2,13386.4
YVQX6LL1,Ottessa Moshfegh,ottessa moshfegh,1,27113.0
YVQX6LL1,Colin Hoover,colleen hoover,2,5771.9
YVQX6LL1,Suzanne Collins,suzanne collins,3,4393.3
YVQX6LL1,Stephen King,stephen king,4,14504.2
ZERL6DH6,toni morrison,toni morrison,1,2002.8
ZERL6DH6,patti smith,patti smith,2,2120.4
ZERL6DH6,fyoder dostoevsky,fyodor dostoevsky,3,11295.0
ZERL6DH6,cs lewis,c.s. lewis,4,3288.9
ZERL6DH6,julian barnes,julian barnes,5,6462.8
ZERL6DH6,paulo coehlio,paulo coelho,6,5085.6
ZERL6DH6,ocean vuong,ocean vuong,7,4515.9
ZERL6DH6,murakami,haruki murakami,8,8191.2
ZERL6DH6,zora neale hurston,zora neale hurston,9,5599.4
ZERL6DH6,john green,john green,10,4423.9
ZERL6DH6,jk rowling,j.k. rowling,11,3387.7
ZHMH16C4,barbara kingsolver,barbara kingsolver,1,5631.8
ZHMH16C4,jon meacham,jon meacham,2,4071.2
ZHMH16C4,toni morrison,toni morrison,3,6546.5
ZHMH16C4,maya angelou,maya angelou,4,6174.0
ZHMH16C4,richard wright,richard wright,5,4715.4
ZHMH16C4,zora neal hurston,zora neale hurston,6,18146.4
ZHMH16C4,willliam faulkner,william faulkner,7,12547.1
ZYQ1C8LT,susan collins,susan collins,1,3148.0
ZYQ1C8LT,charles dickens,charles dickens,2,18843.0
ZYQ1C8LT,jane austin,jane austen,3,7976.0
ZYQ1C8LT,jane erye,jane eyre,4,3339.0
ZYQ1C8LT,steven king,stephen king,5,15869.0
ZYQ1C8LT,jk rowling,j.k. rowling,6,8750.0
