 tyler the creator,3.89
*nsync,2.33
2pac,2.34
41,4.82
a$ap rocky,3.96
adam levine,3.43
adele,3.45
ado,3.2
adrianne lenker,1.02
after 7,5.44
aimee mann,2.92
albert ayler,1.67
alex turner,4.05
amber riley,3.63
amy winehouse,2.72
andrew bird,4.3
arca,2.47
arctic monkeys,3.64
aretha franklin,2.78
ariana grande,3.09
aurora,3.73
ava max,3.46
avicii,2.5
avril lavigne,2.49
azealia banks,2.06
bach,3.53
bad bunny,3.87
bandalos chinos,0.0001
bazzi,1.72
beach boys,4.67
beach house,4.85
becky g,3.61
beethoven,3.41
ben gibbard,1.74
benny blanco,2.95
benson boone,3.2
berlinist,0.0001
beyoncé,3.37
billie eilish,2.25
billy joel,3.81
billy ray cyrus,3.67
blackpink,2.2
blue smiley,3.39
bob dylan,3.95
bob seger,2.33
bobby shmurda,1.5
bohm,2.41
bono,3.37
bop kosher,3.0
boygenius,0.0001
brahms,2.9
brian butcher,3.67
bridgit mendler,1.51
bruno mars,3.68
bts,3.27
caamp,0.0001
caleb,3.52
camila cabello,2.44
cardi b,2.77
carrie underwood,3.29
casadesus,0.0001
cat stevens,3.92
central cee,2.96
chance the rapper,3.94
chapel roan,2.7
chappell roan,2.5
charli xcx,2.18
charlie p,4.35
charlie parker,4.02
charlotte sands,3.67
cher,3.36
cher lloyd,3.28
chinese football,4.76
chopin,2.94
chris martin,4.47
circusp,0.0001
clairo,1.24
coldplay,3.05
conan gray,3.37
copland,2.33
corelli,2.19
couch,4.17
crab b,3.75
cupcakke,1.47
dababy,1.68
dacelynn,0.0001
daft punk,3.37
damon albarn,2.32
dance gavin dance,3.69
david bowie,3.53
david gray,4.37
david kushner,2.99
debussy,2.57
deftones,2.3
del water gap,4.07
demi lovato,2.72
destroy lonely,4.06
dj khaled,3.2
doja cat,1.8
dolly parton,2.91
dominic fike,1.77
don omar,3.69
don toliver,1.89
donny hathaway,2.97
drake,3.96
dua lipa,2.34
duke ellington,2.99
ed sheeran,3.07
el alfa,3.06
ella langley,3.19
elliott smith,3.76
elton john,3.39
elvis,3.78
elvis costello (elo unclear; kept as provided),2.6
elvis presley,3.15
eminem,3.34
esdeekid,0.0001
esha tewari,1.64
eve,4.32
fabvl,0.0001
fall out boy,4.84
fauré,1.85
faye webster,3.07
fetty wap,1.89
finneas,1.3
finneas o'connell,1.3
fleetwood mac,3.11
florence + the machine,3.91
foster the people,4.32
frank iero,1.44
frank ocean,4.42
frank sinatra,3.25
freddie armstrong,3.52
future,5.33
gayle,3.16
gel,3.84
george harrison,4.03
gerard way,3.68
gershwin,2.63
gigi perez,3.06
gladys knight,3.2
glass animals,4.54
gracie abrams,3.01
green day,5.07
grohl,2.66
gucci mane,3.03
gza,1.99
haim,2.73
halsey,3.02
handel,2.97
harry styles,4.22
haydn,2.83
hiroyuki sawano,1.42
hozier,2.05
imagine dragons,4.04
j. cole,4.12
j. lo,4.02
jack johnson,4.47
james taylor,4.52
janet jackson,3.87
jay-z,4.12
jeff buckley,3.42
jhayco,0.0001
jhene aiko,1.63
jid,1.72
jimi hendrix,2.99
joan baez,2.87
joe hisaishi,1.57
johann sebastian bach,3.07
john legend,4.39
john lennon,3.55
johnny cash,4.25
jon bellion,1.7
jonathan gross,4.07
joni mitchell,2.97
julian casablancas,2.17
justin bieber,3.61
kacey musgraves,2.02
kali uchis,1.58
kanye,3.77
kanye west,3.76
karol g,2.59
kathleen edwards,3.47
katy perry,3.55
keith richards,3.68
kelly clarkson,3.43
kelly rowland,3.26
kelsea ballerini,1.39
kendrick,3.46
kendrick lamar,3.21
kenshi yonezu,0.95
kesha,2.68
kevin mchale,2.67
kevin penkin,0.0001
khalid,3.27
korn,2.74
kurt cobain,2.93
lady gaga,3.57
lai michale,1.63
lake street dive,4.02
lamp,4.05
lana del rey,3.35
laufey,1.27
led zeppelin,3.28
lenny kravitz,2.66
lewis capaldi,2.62
liam gallagher,3.42
liam payne,3.52
lil baby,3.86
lil nas x,3.36
lil pump,3.73
lil tecca,1.15
lil uzi vert,2.66
lil wayne,3.76
lil yachty,2.15
liszt,2.68
liz mcalpine,2.49
lizzy mcalpine,2.4
lord huron,3.16
lorde,3.16
los ángeles azules,1.21
louis armstrong,3.85
lucy dacus,1.76
ludwig van beethoven,3.05
luke combs,3.15
macklemore,2.88
madonna,3.73
magdalena bay,2.81
major lazer,2.7
maluma,1.84
mariah carey,3.09
maroon 5,3.35
maroon five,3.35
masego,1.24
me,6.48
megan moroney,1.87
megan tra,3.02
melt,3.96
mendelssohn,2.72
method man,4.76
michael jackson,4.46
michael stipe,2.73
michelle zauner,0.0001
mick jagger,3.03
miles davis,4.37
miley cyrus,3.37
mitski,1.6
morgan wallen,2.07
motley crue,2.12
mozart,3.42
mt. joy,3.99
my chemical romance,4.12
myke towers,1.94
nas,3.53
neil armstrong,3.71
neil halstead,2.6
nelly,3.16
nicki minaj,2.91
nirvana,3.37
noah kahan,2.23
norah jones,2.8
noriel,0.0001
oasis,3.56
of monsters and men,4.15
olivia dean,3.73
olivia rod,3.66
olivia rodrigo,3.17
one direction,4.92
onerepublic,2.14
oxis,1.13
ozzy osbourne,2.74
p!nk,3.45
p. diddy,2.97
panic at the disco,3.66
panic! at the disco,3.66
partynextdoor,1.69
patrick stump,3.4
paul mccartney,3.51
perry,4.22
philip glass,4.18
phoebe bridgers,1.69
pink floyd,3.75
pinkpantheress,0.0001
pinocchiop,0.0001
pitbull,3.08
playboi carti,1.69
pollini,1.37
pop smoke,4.46
prince,4.72
queen,4.86
rachmaninoff,2.23
radiohead,3.05
rauw alejandro,0.0001
red velvet,3.76
redman,2.75
rihanna,3.46
ringo starr,2.97
robin skinner,3.44
role model,4.84
ronnie singer,3.64
rosalía,1.07
rosé,2.76
rustage,0.0001
ryan gosling in la la land,3.01
ryan lewis,4.23
sabrina carpenter,3.22
sam barber,3.75
sammy copley,2.76
sammy rae,3.24
sammy rae & the friends,3.23
sarah mclachlan,2.67
schubert,2.95
schumann,2.84
scott martin,4.43
selena gomez,3.08
shakira,2.96
shawn mendes,3.12
sia,3.11
sierra ferrell,2.94
silvestre y la naranja,1.43
snoop dogg,2.96
sombr,0.0001
sosa,2.95
stapleton,2.91
stevie wonder,3.64
stig,2.74
sting,3.8
strauss,3.48
stromae,1.73
sumbuck,0.0001
surfaces,4.02
sza,2.11
tagabow,0.0001
tame impala,2.94
tate mcrae,2.66
taylor swift,4.03
tchaikovsky,2.75
thalía,0.0001
the backseat lovers,3.15
the beach boys,4.67
the beatles,3.88
the chicks,3.87
the eagles,4.22
the goo goo dolls,3.03
the jonas brothers,3.69
the kid laroi,1.12
the killers,3.91
the notorious b.i.g.,2.45
the rolling stones,4.08
the smashing pumpkins,3.06
the strokes,3.75
the weeknd,2.66
tim hecker,2.15
tove lo,2.47
trap capos,1.87
travis scott,3.93
tricot,1.73
twenty one pilots,4.0
twice,4.84
twoset violin,0.0001
tyla,1.69
usher,3.51
vacations,3.51
van cliburn,1.75
vince di martino,2.8
vivaldi,2.58
weldon irvine,2.73
whiplash kid,3.05
whitney houston,3.64
win butler,4.06
wolfgang amadeus mozart,2.52
wolfgang amadeus mozart (assumed),2.51
yana,2.47
yeet,2.51
ynw melly,1.09
yo-yo ma,4.03
yorushika,0.0001
young thug,3.48
zach bryan,3.56
zayn malik,2.86
zutomayo,0.0001
