SID,response,entry,entry_number,response_times,evaluation,replacement
2BD455O0,yuzuru hanyu,yuzuru hanyu,6,2392.6,FOUND,yuzuru hanyu
2BD455O0,nadia comaneci,nadia comaneci,7,3278.3,FOUND,nadia comaneci
2BD455O0,tom brady,tom brady,8,1862.9,FOUND,tom brady
2BD455O0,ben roethlisberger,ben roethlisberger,9,2818.2,FOUND,ben roethlisberger
2BD455O0,peyton manning,peyton manning,10,3509.9,FOUND,peyton manning
2BD455O0,eli manning,eli manning,11,2528.8,FOUND,eli manning
2BD455O0,tiger woods,tiger woods,12,2434.0,FOUND,tiger woods
2BD455O0,phil mickelson,phil mickelson,13,2120.3,FOUND,phil mickelson
2BD455O0,fred couples,fred couples,14,2019.9,FOUND,fred couples
2BD455O0,chloe kim,chloe kim,15,7326.1,FOUND,chloe kim
2BD455O0,simone biles,simone biles,16,6737.9,FOUND,simone biles
2BD455O0,deshaun watson,deshaun watson,17,3200.2,FOUND,deshaun watson
2BD455O0,aaron jones,aaron jones,18,2722.7,FOUND,aaron jones
37UDZTHY,Michael Jordan\,michael jordan,1,5120.0,FOUND,michael jordan
37UDZTHY,Lebron,lebron,2,1960.2,FOUND,lebron
37UDZTHY,Kyrie,kyrie,3,3338.7,FOUND,kyrie
37UDZTHY,Luca Doncic,luka doncic,4,5999.7,FOUND,luka doncic
37UDZTHY,KD,kd,5,2932.6,FOUND,kd
37UDZTHY,Lil Jordan Humphrey,lil'jordan humphrey,6,5296.2,FOUND,lil'jordan humphrey
37UDZTHY,Brendan Schooler,brenden schooler,7,3181.3,FOUND,brenden schooler
37UDZTHY,Vince Young,vince young,8,2933.6,FOUND,vince young
37UDZTHY,Bob Knight,bob knight,9,5154.6,FOUND,bob knight
37UDZTHY,Quinn Eweres,quinn ewers,10,4893.8,FOUND,quinn ewers
37UDZTHY,Adonai Mitchell,adonai mitchell,11,4434.4,FOUND,adonai mitchell
37UDZTHY,Conner Robertson,connor robertson,12,6522.5,FOUND,connor robertson
37UDZTHY,Bijan RObinson,bijan robinson,13,5411.7,FOUND,bijan robinson
3YX63NZD,lebron james,lebron james,1,3524.4,FOUND,lebron james
3YX63NZD,steph curry,steph curry,2,2833.4,FOUND,steph curry
3YX63NZD,kevin durant,kevin durant,3,3390.0,FOUND,kevin durant
3YX63NZD,amen thompson,amen thompson,4,3710.5,FOUND,amen thompson
3YX63NZD,jamaal murray,jamal murray,5,5297.6,FOUND,jamal murray
3YX63NZD,michael porter jr,michael porter jr.,6,4637.3,FOUND,michael porter jr.
3YX63NZD,devin booker,devin booker,7,2879.3,FOUND,devin booker
3YX63NZD,anothony edwards,anthony edwards,8,5823.9,FOUND,anthony edwards
3YX63NZD,shai gilldgeous alexander,shai gilgeous-alexander,9,7950.9,FOUND,shai gilgeous-alexander
3YX63NZD,jalen johnson,jalen johnson,10,6039.9,FOUND,jalen johnson
3YX63NZD,trey young,trae young,11,3002.8,FOUND,trae young
3YX63NZD,anthony davis,anthony davis,12,4293.8,FOUND,anthony davis
3YX63NZD,cooper flagg,cooper flagg,13,2528.4,FOUND,cooper flagg
40SNDKQR,Michael Phelps,michael phelps,1,2377.0,FOUND,michael phelps
40SNDKQR,Steph Curry,steph curry,2,3245.0,FOUND,steph curry
40SNDKQR,Caitlyn Clark,caitlin clark,3,8349.0,FOUND,caitlin clark
40SNDKQR,Josh Allen,josh allen,4,15884.0,FOUND,josh allen
40SNDKQR,Stephon Diggs,stefon diggs,5,4807.0,FOUND,stefon diggs
40SNDKQR,Joe Mauer,joe mauer,6,15242.0,FOUND,joe mauer
40SNDKQR,Simone Biles,simone biles,7,6531.0,FOUND,simone biles
40SNDKQR,Shawn Johsnon,shawn johnson,8,3455.0,FOUND,shawn johnson
476LZI3N,Messi,lionel messi,1,3108.0,FOUND,lionel messi
476LZI3N,Cristiano Ronaldo,cristiano ronaldo,2,5802.0,FOUND,cristiano ronaldo
476LZI3N,Charles Leclerc,charles leclerc,3,2746.0,FOUND,charles leclerc
476LZI3N,Serena Williams,serena williams,4,16385.0,FOUND,serena williams
476LZI3N,Alysa liu,alysa liu,5,31521.0,FOUND,alysa liu
4CA4DFWP,travis kelce,travis kelce,1,1844.0,FOUND,travis kelce
4CA4DFWP,catilyn clark,caitlin clark,2,5673.7,FOUND,caitlin clark
4CA4DFWP,paige beckers,paige bueckers,3,1865.3,FOUND,paige bueckers
4CA4DFWP,michheal jordan,michael jordan,4,4703.1,FOUND,michael jordan
4CA4DFWP,serena williams,serena williams,5,6450.3,FOUND,serena williams
4CA4DFWP,micheal phelps,michael phelps,6,20317.6,FOUND,michael phelps
4CA4DFWP,babe ruth,babe ruth,7,4265.9,FOUND,babe ruth
4CA4DFWP,tom brady,tom brady,8,4357.9,FOUND,tom brady
56M8U5A5,Bryce harper,bryce harper,1,2955.0,FOUND,bryce harper
56M8U5A5,jalen hurts,jalen hurts,2,3434.0,FOUND,jalen hurts
56M8U5A5,Scott kingery,scott kingery,3,9851.0,FOUND,scott kingery
56M8U5A5,Justin turner,justin turner,4,5158.0,FOUND,justin turner
56M8U5A5,Shohei ohtani,shohei ohtani,5,7007.0,FOUND,shohei ohtani
56M8U5A5,Aaron nola,aaron nola,6,9609.0,FOUND,aaron nola
56M8U5A5,ranger suarez,ranger suárez,7,2325.0,FOUND,ranger suárez
56M8U5A5,mike trout,mike trout,8,4984.0,FOUND,mike trout
56M8U5A5,Tim salmon,tim salmon,9,3735.0,FOUND,tim salmon
56M8U5A5,angel reese,angel reese,10,5881.0,FOUND,angel reese
56M8U5A5,Joel embiid,joel embiid,11,4193.0,FOUND,joel embiid
5K82MZW1,charles leclerc,charles leclerc,1,4535.0,FOUND,charles leclerc
5K82MZW1,max verstappen,max verstappen,2,3405.0,FOUND,max verstappen
5K82MZW1,yuki tsunoda,yuki tsunoda,3,4644.0,FOUND,yuki tsunoda
5K82MZW1,pierre gasly,pierre gasly,4,5457.0,FOUND,pierre gasly
5K82MZW1,estaban ocon,esteban ocon,5,6008.0,FOUND,esteban ocon
5K82MZW1,carlos sainz junior,carlos sainz jr.,6,5218.0,FOUND,carlos sainz jr.
5K82MZW1,alex albon,alex albon,7,2249.0,FOUND,alex albon
5K82MZW1,lebron,lebron,8,5690.0,FOUND,lebron
5K82MZW1,venus williams,venus williams,9,6886.0,FOUND,venus williams
5K82MZW1,serena williams,serena williams,10,3884.0,FOUND,serena williams
5K82MZW1,perez,pérez,11,5460.0,FOUND,pérez
5K82MZW1,valterri bottas,valtteri bottas,12,6024.0,FOUND,valtteri bottas
64LRAXDJ,Simone Biles,simone biles,1,5141.8,FOUND,simone biles
64LRAXDJ,Ilian M.,ilian m.,2,6679.9,FOUND,ilian m.
64LRAXDJ,Serena Williams,serena williams,3,4278.3,FOUND,serena williams
6CDVQX7L,Tom Bray,tom brady,1,4254.0,FOUND,tom brady
6CDVQX7L,Tom Brady,tom brady,2,3580.0,FOUND,tom brady
6CDVQX7L,Jack Hughes,jack hughes,3,3500.0,FOUND,jack hughes
6CDVQX7L,Ronaldo,cristiano ronaldo,4,4169.0,FOUND,cristiano ronaldo
6CDVQX7L,Messi,lionel messi,5,839.0,FOUND,lionel messi
6CDVQX7L,Mbappe,kylian mbappé,6,2794.0,FOUND,kylian mbappé
6CDVQX7L,Neymar,neymar,7,1885.0,FOUND,neymar
6CDVQX7L,Kobe,kobe bryant,8,1306.0,FOUND,kobe bryant
6CDVQX7L,LeBron James,lebron james,9,2780.0,FOUND,lebron james
6CDVQX7L,Shaq,shaquille o'neal,10,885.0,FOUND,shaquille o'neal
6CDVQX7L,Michael Jordan,michael jordan,11,2630.0,FOUND,michael jordan
6CDVQX7L,Mitch Marner,mitch marner,12,12249.0,FOUND,mitch marner
6CDVQX7L,L'mello ball,lamelo ball,13,7969.0,FOUND,lamelo ball
6CDVQX7L,Fernando alonso,fernando alonso,14,8168.0,FOUND,fernando alonso
6D26ZXC8,Caleb Malone,caleb malone,1,21162.0,FOUND,caleb malone
6D26ZXC8,Tom Brady,tom brady,2,10773.0,FOUND,tom brady
6PJDUW9O,Serena williams,serena williams,1,3446.0,FOUND,serena williams
6PJDUW9O,coco gauff,coco gauff,2,3624.0,FOUND,coco gauff
6PJDUW9O,Lebrun james,lebron james,3,4155.0,FOUND,lebron james
6PJDUW9O,tiger woods,tiger woods,4,2369.0,FOUND,tiger woods
6PJDUW9O,Rory mcilroy,rory mcilroy,5,3957.0,FOUND,rory mcilroy
6PJDUW9O,Alex ovechkin,alex ovechkin,6,4629.0,FOUND,alex ovechkin
6PJDUW9O,Evander kane,evander kane,7,3990.0,FOUND,evander kane
6PJDUW9O,novak djokovic,novak djokovic,8,4839.0,FOUND,novak djokovic
6PJDUW9O,venus williams,venus williams,9,3805.0,FOUND,venus williams
6PJDUW9O,Katie ledecky,katie ledecky,10,4168.0,FOUND,katie ledecky
6PJDUW9O,simone biles,simone biles,11,2001.0,FOUND,simone biles
6PJDUW9O,aly raisman,aly raisman,12,3960.0,FOUND,aly raisman
6PJDUW9O,Jordan chiles,jordan chiles,13,8417.0,FOUND,jordan chiles
6PJDUW9O,live dunne,olivia dunne,14,4874.0,FOUND,olivia dunne
6VBV95IL,tom brady,tom brady,1,6173.0,FOUND,tom brady
6VBV95IL,drake maye,drake maye,2,2509.7,FOUND,drake maye
6VBV95IL,lebron james,lebron james,3,4208.8,FOUND,lebron james
6VBV95IL,jason tatum,jayson tatum,4,7922.0,FOUND,jayson tatum
6VBV95IL,david ortiz,david ortiz,5,15228.6,FOUND,david ortiz
6VBV95IL,henderson,henderson,6,12986.1,FOUND,henderson
6VBV95IL,jackson,jackson,7,2041.3,FOUND,jackson
6XD6NVVO,Micheal Jordan,michael jordan,1,6429.0,FOUND,michael jordan
6XD6NVVO,LeBron James,lebron james,2,4994.0,FOUND,lebron james
6XD6NVVO,Serena Williams,serena williams,3,4692.0,FOUND,serena williams
6XD6NVVO,Giannis Adentokoubo,giannis antetokounmpo,4,32434.0,FOUND,giannis antetokounmpo
73N2RQWR,usain bolt,usain bolt,1,3579.1,FOUND,usain bolt
73N2RQWR,neymar,neymar,2,2183.5,FOUND,neymar
73N2RQWR,messir,lionel messi,3,1379.0,FOUND,lionel messi
73N2RQWR,ronaldo,cristiano ronaldo,4,2884.1,FOUND,cristiano ronaldo
73N2RQWR,maradona,diego maradona,5,3436.7,FOUND,diego maradona
73N2RQWR,pele,pelé,6,1080.6,FOUND,pelé
73N2RQWR,gabby thomas,gabby thomas,7,2978.4,FOUND,gabby thomas
73N2RQWR,simone biles,simone biles,8,5153.0,FOUND,simone biles
73N2RQWR,aly raisman,aly raisman,9,6804.3,FOUND,aly raisman
73N2RQWR,serena williams,serena williams,10,7922.8,FOUND,serena williams
73N2RQWR,venus williams,venus williams,11,4007.8,FOUND,venus williams
73N2RQWR,billie jean,billie jean king,12,5325.1,FOUND,billie jean king
73N2RQWR,michael jordon,michael jordan,13,7319.1,FOUND,michael jordan
7SUXPU9Y,kobe,kobe bryant,1,2724.0,FOUND,kobe bryant
7SUXPU9Y,ochoa,guillermo ochoa,2,8672.0,FOUND,guillermo ochoa
7SUXPU9Y,neymar,neymar,3,3661.0,FOUND,neymar
7SUXPU9Y,ronaldo,cristiano ronaldo,4,1901.0,FOUND,cristiano ronaldo
7SUXPU9Y,messi,lionel messi,5,5400.0,FOUND,lionel messi
7SUXPU9Y,kelce,travis kelce,6,9942.0,FOUND,travis kelce
7SUXPU9Y,jordan,michael jordan,7,13524.0,FOUND,michael jordan
86EKSDZC,fitzgerald,fitzgerald,1,5624.9,FOUND,fitzgerald
86EKSDZC,brady,tom brady,2,1341.1,FOUND,tom brady
86EKSDZC,gronk,rob gronkowski,3,2584.4,FOUND,rob gronkowski
86EKSDZC,bilen,bilen,4,3443.1,FOUND,bilen
86EKSDZC,malinin,ilia malinin,5,3132.6,FOUND,ilia malinin
86EKSDZC,phelps,michael phelps,6,5864.0,FOUND,michael phelps
86EKSDZC,beast mode,marshawn lynch,7,2847.1,FOUND,marshawn lynch
86EKSDZC,mayfield,baker mayfield,8,8420.5,FOUND,baker mayfield
86EKSDZC,lamar jackson,lamar jackson,9,5670.9,FOUND,lamar jackson
86EKSDZC,bradshaw,terry bradshaw,10,4254.5,FOUND,terry bradshaw
86EKSDZC,rothelisberger,ben roethlisberger,11,4250.2,FOUND,ben roethlisberger
86EKSDZC,chub,nick chubb,12,6287.0,FOUND,nick chubb
86EKSDZC,butkis,dick butkus,13,1566.6,FOUND,dick butkus
86EKSDZC,madden,john madden,14,1861.1,FOUND,john madden
86EKSDZC,babe,babe ruth,15,2627.1,FOUND,babe ruth
8BL6X7AX,Lebron,lebron james,1,7651.0,FOUND,lebron james
8BL6X7AX,kobe,kobe bryant,2,2104.0,FOUND,kobe bryant
8BL6X7AX,messi,lionel messi,3,1468.0,FOUND,lionel messi
8BL6X7AX,ronaldo,cristiano ronaldo,4,1787.0,FOUND,cristiano ronaldo
8JEQ20SU,"Lionel Messi, Cristiano Ronaldo, Neymar, Kylian Mbappe, Erling Haaland, Luka Modric, Zinedine Zidane, David Beckham, Ronaldinho, Pele, Diego Maradon","lionel messi, cristiano ronaldo, neymar, kylian mbappé, erling haaland, luka modrić, zinedine zidane, david beckham, ronaldinho, pelé, diego maradona",1,54515.9,FOUND,"lionel messi, cristiano ronaldo, neymar, kylian mbappé, erling haaland, luka modrić, zinedine zidane, david beckham, ronaldinho, pelé, diego maradona"
8PAKX1OM,Lebron james,lebron james,1,19450.0,FOUND,lebron james
8PAKX1OM,Stephen curry,stephen curry,2,5299.0,FOUND,stephen curry
8PAKX1OM,shaq,shaquille o'neal,3,2209.0,FOUND,shaquille o'neal
8PAKX1OM,tiger woods,tiger woods,4,3348.0,FOUND,tiger woods
8PAKX1OM,kobe,kobe bryant,5,6315.0,FOUND,kobe bryant
8PAKX1OM,Michael phelps,michael phelps,6,9168.0,FOUND,michael phelps
8PAKX1OM,lochne,lochne,7,6667.0,FOUND,lochne
8ZC5BFHF,mikaela shiffrin,mikaela shiffrin,1,3915.1,FOUND,mikaela shiffrin
8ZC5BFHF,lindsey vonn,lindsey vonn,2,3047.5,FOUND,lindsey vonn
8ZC5BFHF,gus schumacher,gus schumacher,3,4898.3,FOUND,gus schumacher
8ZC5BFHF,johannes klaebo,johannes høsflot klæbo,4,4603.9,FOUND,johannes høsflot klæbo
8ZC5BFHF,jess diggins,jessica diggins,5,2561.7,FOUND,jessica diggins
8ZC5BFHF,julia kearns,julia kearns,6,5446.5,FOUND,julia kearns
8ZC5BFHF,michael phelps,michael phelps,7,6833.5,FOUND,michael phelps
8ZC5BFHF,katie ledecky,katie ledecky,8,3208.1,FOUND,katie ledecky
8ZC5BFHF,allie raisman,aly raisman,9,5091.6,FOUND,aly raisman
8ZC5BFHF,simone biles,simone biles,10,2212.3,FOUND,simone biles
8ZC5BFHF,serena williams,serena williams,11,7279.6,FOUND,serena williams
8ZC5BFHF,venus williams,venus williams,12,3621.7,FOUND,venus williams
8ZC5BFHF,michael jordan,michael jordan,13,4802.9,FOUND,michael jordan
97N7CQ49,Lionel Messi,lionel messi,1,3766.6,FOUND,lionel messi
97N7CQ49,Lebron James,lebron james,2,2589.3,FOUND,lebron james
97N7CQ49,Tom Brady,tom brady,3,8905.9,FOUND,tom brady
97N7CQ49,Critiano Ronaldo,cristiano ronaldo,4,29891.5,FOUND,cristiano ronaldo
97N7CQ49,Serena williams,serena williams,5,5173.1,FOUND,serena williams
97N7CQ49,Micheal Jordan,michael jordan,6,6225.8,FOUND,michael jordan
9KZ4Q91O,michael jordan,michael jordan,1,4265.2,FOUND,michael jordan
9KZ4Q91O,tom brady,tom brady,2,5286.0,FOUND,tom brady
9KZ4Q91O,tiger woods,tiger woods,3,35641.9,FOUND,tiger woods
9O2ABUMY,Michael Jordan,michael jordan,1,5246.0,FOUND,michael jordan
9O2ABUMY,Angel Reese,angel reese,2,3985.0,FOUND,angel reese
9O2ABUMY,Larry Bird,larry bird,3,3111.0,FOUND,larry bird
9O2ABUMY,Serena Williams,serena williams,4,7092.0,FOUND,serena williams
9O2ABUMY,Venus Williams,venus williams,5,3888.0,FOUND,venus williams
9O2ABUMY,Jackie Robinson,jackie robinson,6,9083.0,FOUND,jackie robinson
9O2ABUMY,Dwayne Wade,dwyane wade,7,11832.0,FOUND,dwyane wade
9O2ABUMY,Kobe Bryant,kobe bryant,8,6263.0,FOUND,kobe bryant
9O2ABUMY,Kyrie Irving,kyrie irving,9,5786.0,FOUND,kyrie irving
A5YUTA1F,Tiger Woods,tiger woods,1,3128.0,FOUND,tiger woods
A5YUTA1F,Michael Phelps,michael phelps,2,4973.0,FOUND,michael phelps
A5YUTA1F,Michael Jordan,michael jordan,3,4626.0,FOUND,michael jordan
A5YUTA1F,Steph Curry,stephen curry,4,7864.0,FOUND,stephen curry
A5YUTA1F,Lin Lie,lin lie,5,7410.0,FOUND,lin lie
A5YUTA1F,Usain Bolt,usain bolt,6,7125.0,FOUND,usain bolt
A5YUTA1F,Tom Brady,tom brady,7,20528.0,FOUND,tom brady
AJVNZ9CE,stephan curry,stephen curry,1,4872.8,FOUND,stephen curry
AJVNZ9CE,kobe bryant,kobe bryant,2,2189.9,FOUND,kobe bryant
AJVNZ9CE,kevin durant,kevin durant,3,3259.9,FOUND,kevin durant
AJVNZ9CE,lebron james,lebron james,4,2862.0,FOUND,lebron james
AJVNZ9CE,venice williams,venus williams,5,3286.6,FOUND,venus williams
AJVNZ9CE,serena williams,serena williams,6,2541.2,FOUND,serena williams
AJVNZ9CE,elena delle don,elena delle donne,7,7628.9,FOUND,elena delle donne
AJVNZ9CE,paige buekers,paige bueckers,8,4482.1,FOUND,paige bueckers
AJVNZ9CE,azzi fudd,azzi fudd,9,2528.3,FOUND,azzi fudd
AJVNZ9CE,jenny finch,jennie finch,10,20270.9,FOUND,jennie finch
AWO2EA8Q,Serena williams,serena williams,1,2390.0,FOUND,serena williams
AWO2EA8Q,venus williams,venus williams,2,1796.0,FOUND,venus williams
AWO2EA8Q,novak djokovic,novak djokovic,3,4622.0,FOUND,novak djokovic
AWO2EA8Q,tom brady,tom brady,4,3288.0,FOUND,tom brady
AWO2EA8Q,Roger federer,roger federer,5,8685.0,FOUND,roger federer
AWO2EA8Q,Andy murray,andy murray,6,1757.0,FOUND,andy murray
AWO2EA8Q,Carlos alcaraz,carlos alcaraz,7,2539.0,FOUND,carlos alcaraz
AWO2EA8Q,Rafael nadal,rafael nadal,8,2555.0,FOUND,rafael nadal
AWO2EA8Q,lindsay vonn,lindsey vonn,9,1711.0,FOUND,lindsey vonn
AWO2EA8Q,lia thomas,lia thomas,10,10510.0,FOUND,lia thomas
AWO2EA8Q,Elena rybakina,elena rybakina,11,6943.0,FOUND,elena rybakina
AWO2EA8Q,Victoria azarenka,victoria azarenka,12,4222.0,FOUND,victoria azarenka
AWO2EA8Q,Katie ledecky,katie ledecky,13,3206.0,FOUND,katie ledecky
B3MZX5TF,tiger woods,tiger woods,1,2270.7,FOUND,tiger woods
B3MZX5TF,michael jordan,michael jordan,2,4112.0,FOUND,michael jordan
B3MZX5TF,michael phelps,michael phelps,3,1999.6,FOUND,michael phelps
B3MZX5TF,lebron james,lebron james,4,2106.4,FOUND,lebron james
B3MZX5TF,bronny james,bronny james,5,3433.1,FOUND,bronny james
B3MZX5TF,mpj,mpj (michael porter jr.),6,1844.5,FOUND,mpj (michael porter jr.)
B3MZX5TF,jordan poole,jordan poole,7,2300.1,FOUND,jordan poole
B3MZX5TF,dwight howard,dwight howard,8,2597.1,FOUND,dwight howard
B3MZX5TF,lamar jackson,lamar jackson,9,3049.0,FOUND,lamar jackson
B3MZX5TF,jayden quaintance,jayden quaintance,10,3766.4,FOUND,jayden quaintance
B3MZX5TF,kevin love,kevin love,11,1168.7,FOUND,kevin love
B3MZX5TF,kyrie irving,kyrie irving,12,2147.9,FOUND,kyrie irving
B3MZX5TF,kevin love,kevin love,13,2827.8,FOUND,kevin love
B3MZX5TF,steph curry,stephen curry,14,4673.0,FOUND,stephen curry
B3MZX5TF,darius garland,darius garland,15,6911.7,FOUND,darius garland
B3MZX5TF,harden,james harden,16,2787.5,FOUND,james harden
B3MZX5TF,dechambeu,bryson dechambeau,17,11918.1,FOUND,bryson dechambeau
BF3MN8ZR,serena williams,serena williams,1,5225.0,FOUND,serena williams
BF3MN8ZR,venus williams,venus williams,2,4084.8,FOUND,venus williams
BF3MN8ZR,caitlyn clark,caitlin clark,3,4274.2,FOUND,caitlin clark
BF3MN8ZR,billie jean king,billie jean king,4,4696.0,FOUND,billie jean king
BF3MN8ZR,steph curry,steph curry,5,6585.2,FOUND,steph curry
BF3MN8ZR,angel reese,angel reese,6,2195.0,FOUND,angel reese
BF3MN8ZR,giannis anketmputo,giannis antetokounmpo,7,7016.4,FOUND,giannis antetokounmpo
BF3MN8ZR,wemby,victor wembanyama,8,2828.7,FOUND,victor wembanyama
BF3MN8ZR,lebron,lebron james,9,2022.9,FOUND,lebron james
BF3MN8ZR,michael jordan,michael jordan,10,3227.9,FOUND,michael jordan
BF3MN8ZR,tiger woods,tiger woods,11,3398.5,FOUND,tiger woods
BF3MN8ZR,kareem abdul jabar,kareem abdul-jabbar,12,6029.6,FOUND,kareem abdul-jabbar
BWQ1ZSYD,Lebron James,lebron james,1,5927.2,FOUND,lebron james
BWQ1ZSYD,Kobe Bryant,kobe bryant,2,5732.9,FOUND,kobe bryant
BWQ1ZSYD,Michael Jordan,michael jordan,3,7465.3,FOUND,michael jordan
BWQ1ZSYD,Stephan Curry,stephen curry,4,5276.8,FOUND,stephen curry
BWQ1ZSYD,Lionel Messi,lionel messi,5,9159.8,FOUND,lionel messi
BWQ1ZSYD,Shaquelle O Neil (Shaq),shaquille o'neal (shaq),6,15042.4,FOUND,shaquille o'neal (shaq)
BWQ1ZSYD,Chloe Kim,chloe kim,7,7704.3,FOUND,chloe kim
BWQ1ZSYD,Alyssia Liu,alysa liu,8,2633.3,FOUND,alysa liu
CI6QQA2Y,messi,lionel messi,1,2963.0,FOUND,lionel messi
CI6QQA2Y,serina williams,serena williams,2,9284.0,FOUND,serena williams
CI6QQA2Y,micheal phelps,michael phelps,3,10004.0,FOUND,michael phelps
CI6QQA2Y,simone biles,simone biles,4,5662.0,FOUND,simone biles
CI6QQA2Y,grant fisher,grant fisher,5,4743.0,FOUND,grant fisher
CI6QQA2Y,shaq o neil,shaquille o'neal,6,7485.0,FOUND,shaquille o'neal
CI6QQA2Y,tom brady,tom brady,7,3982.0,FOUND,tom brady
CI6QQA2Y,steph curry,stephen curry,8,5258.0,FOUND,stephen curry
DUBYYHYX,tom brady,tom brady,1,5670.7,FOUND,tom brady
