subject,response,entry_number,response_times,domain
J8N7DCDH,latin,14,7214,college_majors
J8N7DCDH,John legend,1,4621,musicians
J8N7DCDH,sza,2,1243,musicians
J8N7DCDH,PND,3,1457,musicians
J8N7DCDH,Drake,4,3937,musicians
J8N7DCDH,Tyla,5,1513,musicians
J8N7DCDH,Hozier,6,1716,musicians
J8N7DCDH,Don toliver,7,2912,musicians
J8N7DCDH,Noah Kahan,8,4143,musicians
J8N7DCDH,Laufey,9,5864,musicians
J8N7DCDH,Weekend,10,2963,musicians
J8N7DCDH,Justin beiber,11,3762,musicians
J8N7DCDH,Selena gomez,12,2779,musicians
J8N7DCDH,crab b,13,12041,musicians
J8N7DCDH,nicki m,14,2434,musicians
J8N7DCDH,beyonce,15,2889,musicians
J8N7DCDH,usher,16,2992,musicians
J8N7DCDH,russel wilson,1,11196,sportspersons
J8N7DCDH,Michael jordan,2,10351,sportspersons
J8N7DCDH,kobe,3,2512,sportspersons
JDVDZARM,cat,1,1522.5,animals
JDVDZARM,dog,2,770,animals
JDVDZARM,chimp,3,1467.7,animals
JDVDZARM,goldfish,4,4847.9,animals
JDVDZARM,seal,5,1955.9,animals
JDVDZARM,panda,6,3530.1,animals
JDVDZARM,bear,7,4182.5,animals
JDVDZARM,gecko,8,4668.5,animals
JDVDZARM,horse,9,4247.1,animals
JDVDZARM,zebra,10,1273.3,animals
JDVDZARM,frog,11,6629.9,animals
JDVDZARM,hamster,12,7297.1,animals
JDVDZARM,mouse,13,1371,animals
JDVDZARM,roach,14,7030.6,animals
JDVDZARM,butterfly,15,2120.6,animals
JDVDZARM,squirrel,16,1844.2,animals
JDVDZARM,polarbear,17,3649.2,animals
JDVDZARM,StephenKing,1,3554.7,authors
JDVDZARM,Sara J Maas,2,8111.1,authors
JDVDZARM,Bradbury,3,5202.6,authors
JDVDZARM,Steinbeck,4,6016.9,authors
JDVDZARM,Poe,5,9617.6,authors
JDVDZARM,Sparks,6,5232.6,authors
JDVDZARM,Asamov,7,9415.6,authors
JDVDZARM,Maaj,8,12021.2,authors
JDVDZARM,mathematics,1,3665.4,college_majors
JDVDZARM,chemistry,2,2052.6,college_majors
JDVDZARM,biology,3,1996.1,college_majors
JDVDZARM,finance,4,1271.9,college_majors
JDVDZARM,business,5,3151.9,college_majors
JDVDZARM,philosophy,6,2830.8,college_majors
JDVDZARM,engineering,7,8322.8,college_majors
JDVDZARM,physics,8,4881.5,college_majors
JDVDZARM,music,9,4199.3,college_majors
JDVDZARM,theatre,10,4527.9,college_majors
JDVDZARM,art history,11,4434.9,college_majors
JDVDZARM,computer science,12,7566.2,college_majors
JDVDZARM,geology,13,4050.6,college_majors
JDVDZARM,geophysics,14,2699.6,college_majors
JDVDZARM,TaylorSwift,1,5902.8,musicians
JDVDZARM,SelenaGomez,2,3215.7,musicians
JDVDZARM,ELO,3,20281,musicians
JDVDZARM,Bach,4,5254.8,musicians
JDVDZARM,Betoveen,5,5380.1,musicians
JDVDZARM,Chopan,6,7685.2,musicians
JDVDZARM,Bolt,1,2684.5,sportspersons
JDVDZARM,Brady,2,8718.1,sportspersons
JDVDZARM,Michael Jordan,3,11720.7,sportspersons
JDVDZARM,Ward,4,8194.4,sportspersons
JDVDZARM,Kelsey,5,7833.7,sportspersons
JDVDZARM,Babe Ruth,6,10580.8,sportspersons
JDVDZARM,Phelps,7,5169.4,sportspersons
JEW0DH9D,cat,1,1055.4,animals
JEW0DH9D,dog,2,544.5,animals
JEW0DH9D,bird,3,966.8,animals
JEW0DH9D,whale,4,4617.3,animals
JEW0DH9D,dolphin,5,1621.3,animals
JEW0DH9D,crab,6,643.7,animals
JEW0DH9D,pony,7,2925.8,animals
JEW0DH9D,pig,8,2406.3,animals
JEW0DH9D,cow,9,1358,animals
JEW0DH9D,rooster,10,2535.9,animals
JEW0DH9D,great blue heron,11,6949.8,animals
JEW0DH9D,bald eagle,12,3523.5,animals
JEW0DH9D,red tail hawk,13,3338.2,animals
JEW0DH9D,morning dove,14,3748.9,animals
JEW0DH9D,bear,15,4969.6,animals
JEW0DH9D,polar bear,16,1959.7,animals
JEW0DH9D,bruin,17,1516.7,animals
JEW0DH9D,peacock,18,5325.9,animals
JEW0DH9D,flyhing squirrle,19,8077.8,animals
JEW0DH9D,george orwell,1,6550.1,authors
JEW0DH9D,dr sues,2,6837.8,authors
JEW0DH9D,toni morrison,3,3060.9,authors
JEW0DH9D,john lewis,4,24089.7,authors
JEW0DH9D,malala,5,9897.4,authors
JEW0DH9D,math,1,1005.8,college_majors
JEW0DH9D,chemistry,2,3425.7,college_majors
JEW0DH9D,asian studies,3,6153,college_majors
JEW0DH9D,urban studies,4,2116.5,college_majors
JEW0DH9D,sociology,5,4035.4,college_majors
JEW0DH9D,psychology,6,2752.8,college_majors
JEW0DH9D,nueroscience,7,3156.7,college_majors
JEW0DH9D,envrionmental science,8,3276.4,college_majors
JEW0DH9D,government,9,1096.5,college_majors
JEW0DH9D,theather,10,5234.6,college_majors
JEW0DH9D,art,11,1098.5,college_majors
JEW0DH9D,gender and sexualitiy studies,12,9951.1,college_majors
JEW0DH9D,biology,13,6603,college_majors
JEW0DH9D,biochemistry,14,3445.2,college_majors
JEW0DH9D,education,15,2816.9,college_majors
JEW0DH9D,laufey,1,3130.9,musicians
JEW0DH9D,the weekend,2,1799.3,musicians
JEW0DH9D,drake,3,853.6,musicians
JEW0DH9D,niki minaj,4,5979.8,musicians
JEW0DH9D,cupcakke,5,6687.3,musicians
JEW0DH9D,joe hisaishi,6,9060.2,musicians
JEW0DH9D,tricot,7,4390,musicians
JEW0DH9D,chinese football,8,11440.2,musicians
JEW0DH9D,wolfgang,9,8845.4,musicians
JEW0DH9D,tyler the creater,10,5132.7,musicians
JEW0DH9D,dwane the rock johnson,1,6137,sportspersons
JEW0DH9D,shaq,2,8347.4,sportspersons
JEW0DH9D,lebron james,3,3677.5,sportspersons
JEW0DH9D,yuzuru hanyu,4,7808.5,sportspersons
JEW0DH9D,alyssa liu,5,3481.3,sportspersons
JEW0DH9D,nathan chen,6,3036.9,sportspersons
JEW0DH9D,serina williams,7,5181.3,sportspersons
JIMIPV7S,dog,1,1669.8,animals
JIMIPV7S,cat,2,1733.1,animals
JIMIPV7S,tiger,3,874.8,animals
JIMIPV7S,lion,4,1092,animals
JIMIPV7S,coyote,5,1974.8,animals
JIMIPV7S,wold,6,1383.2,animals
JIMIPV7S,fox,7,2066.7,animals
JIMIPV7S,squirrel,8,2990.8,animals
JIMIPV7S,chipmunk,9,3560.2,animals
JIMIPV7S,hamster,10,1689.7,animals
JIMIPV7S,guinea pig,11,2485,animals
JIMIPV7S,ferret,12,10031.7,animals
JIMIPV7S,weasel,13,2933.5,animals
JIMIPV7S,bald eagle,14,6500.7,animals
JIMIPV7S,hawk,15,1833.8,animals
JIMIPV7S,golden eagle,16,2599.7,animals
JIMIPV7S,condor,17,1260.2,animals
JIMIPV7S,osprey,18,2073,animals
JIMIPV7S,blue jay,19,3556.9,animals
JIMIPV7S,robin,20,3051.6,animals
JIMIPV7S,dove,21,1299.7,animals
JIMIPV7S,owl,22,1315.4,animals
JIMIPV7S,brandon sanderson,1,3493.3,authors
JIMIPV7S,jk rowling,2,2858.4,authors
JIMIPV7S,jrr tolkien,3,3325.1,authors
JIMIPV7S,george rr martin,4,5611,authors
JIMIPV7S,leo tolstoy,5,8996.6,authors
JIMIPV7S,william shakespeare,6,6358.4,authors
JIMIPV7S,margaret atwood,7,6282.9,authors
JIMIPV7S,cs lewis,8,13384.9,authors
JIMIPV7S,psychology,1,3922.9,college_majors
JIMIPV7S,classics,2,1841.9,college_majors
JIMIPV7S,italian,3,1991.2,college_majors
JIMIPV7S,spanish,4,1435.6,college_majors
JIMIPV7S,french,5,4214.9,college_majors
JIMIPV7S,math,6,3018.4,college_majors
JIMIPV7S,economics,7,3463.1,college_majors
JIMIPV7S,poly sci,8,3308.8,college_majors
JIMIPV7S,environmental sciencw,9,10326.6,college_majors
JIMIPV7S,EOS,10,6864.2,college_majors
JIMIPV7S,compsci,11,6428.4,college_majors
JIMIPV7S,chem,12,11639.3,college_majors
JIMIPV7S,bio,13,967.8,college_majors
JIMIPV7S,john lennon,1,3270.8,musicians
JIMIPV7S,paul mccartney,2,3252.5,musicians
JIMIPV7S,george harrison,3,6058.4,musicians
JIMIPV7S,ringo starr,4,2974,musicians
JIMIPV7S,dave grohl,5,3242.3,musicians
JIMIPV7S,kurt cobain,6,3575.8,musicians
JIMIPV7S,louis armstron,7,7116,musicians
JIMIPV7S,michael buble,8,5605.3,musicians
JIMIPV7S,taylor swift,9,4629.3,musicians
JIMIPV7S,vance joy,10,6290.6,musicians
JIMIPV7S,seth avett,11,2855,musicians
JIMIPV7S,scott avett,12,2192.6,musicians
JIMIPV7S,beyonce,13,5935,musicians
JIMIPV7S,lady gaga,14,2498.7,musicians
JIMIPV7S,colin duffy,1,3082,sportspersons
JIMIPV7S,serena williams,2,5045.4,sportspersons
JIMIPV7S,michael phelps,3,14180.5,sportspersons
JIMIPV7S,tiger woods,4,2482.9,sportspersons
JIMIPV7S,michael jordan,5,5085.6,sportspersons
JIMIPV7S,lebron james,6,3314,sportspersons
JIMIPV7S,bryce harper,7,10746.2,sportspersons
JIMIPV7S,jason wetth,8,2964.5,sportspersons
JIMIPV7S,ryan zimmerman,9,5834,sportspersons
JIMIPV7S,nene,10,3600.6,sportspersons
K6LTYZJH,dog,1,1876,animals
K6LTYZJH,cat,2,987,animals
K6LTYZJH,bat,3,845,animals
K6LTYZJH,rat,4,737,animals
K6LTYZJH,tiget,5,1682,animals
K6LTYZJH,lion,6,1753,animals
K6LTYZJH,zebra,7,2361,animals
K6LTYZJH,monkey,8,1741,animals
K6LTYZJH,jaguar,9,3684,animals
K6LTYZJH,puma,10,1084,animals
K6LTYZJH,lemur,11,3593,animals
K6LTYZJH,cockroach,12,3219,animals
K6LTYZJH,elephant,13,1684,animals
K6LTYZJH,cobra,14,3729,animals
K6LTYZJH,whale,15,4189,animals
K6LTYZJH,orca,16,4428,animals
K6LTYZJH,penguin,17,2288,animals
K6LTYZJH,bear,18,1332,animals
K6LTYZJH,woodpecker,19,7479,animals
K6LTYZJH,songbird,20,4056,animals
K6LTYZJH,loon,21,1009,animals
K6LTYZJH,mouse,22,3750,animals
K6LTYZJH,lorraine hansberry,1,6603,authors
K6LTYZJH,langston hughes,2,7237,authors
K6LTYZJH,jk rowling,3,6317,authors
K6LTYZJH,jd salinger,4,17560,authors
K6LTYZJH,rf kuang,5,15893,authors
K6LTYZJH,hanya yanighara,6,5225,authors
K6LTYZJH,government,1,2315,college_majors
K6LTYZJH,neuroscience,2,4334,college_majors
K6LTYZJH,biochemistry,3,4664,college_majors
K6LTYZJH,religious studies,4,6647,college_majors
K6LTYZJH,communcations,5,12109,college_majors
K6LTYZJH,acting,6,1235,college_majors
K6LTYZJH,literature,7,1729,college_majors
K6LTYZJH,computer science,8,3099,college_majors
K6LTYZJH,undecided,9,1875,college_majors
K6LTYZJH,architecture,10,6295,college_majors
K6LTYZJH,engineering,11,2100,college_majors
K6LTYZJH,pre-med,12,5078,college_majors
K6LTYZJH,biology,13,2428,college_majors
K6LTYZJH,the roots,1,2303,musicians
K6LTYZJH,Brent faiyaz,2,4169,musicians
K6LTYZJH,Jill scott,3,1923,musicians
K6LTYZJH,d'angelo,4,5307,musicians
K6LTYZJH,"Tyler, the creator",5,8345,musicians
K6LTYZJH,frank ocean,6,2946,musicians
K6LTYZJH,Malcolm todd,7,4424,musicians
K6LTYZJH,soul II real,8,4848,musicians
K6LTYZJH,bobby brown,9,4958,musicians
K6LTYZJH,new edition,10,1714,musicians
K6LTYZJH,a tribe called quest,11,2982,musicians
K6LTYZJH,clairo,12,3455,musicians
K6LTYZJH,beabadobee,13,3262,musicians
K6LTYZJH,badbadnotgood,14,5823,musicians
K6LTYZJH,Ariana grande,15,2390,musicians
K6LTYZJH,serena williams,1,5418,sportspersons
K6LTYZJH,Alyssa liu,2,4360,sportspersons
K6LTYZJH,nadal,3,7586,sportspersons
K6LTYZJH,federer,4,3478,sportspersons
K6LTYZJH,sga,5,4967,sportspersons
K6LTYZJH,allen iverson,6,2978,sportspersons
K6LTYZJH,Lebron james,7,4705,sportspersons
K6LTYZJH,Michael jordan,8,3263,sportspersons
K6LTYZJH,tiger woods,9,3173,sportspersons
K6LTYZJH,alcaraz,10,4193,sportspersons
K6LTYZJH,vicky,11,3187,sportspersons
K6LTYZJH,Michael phelphs,12,5376,sportspersons
K6LTYZJH,Katie ledecky,13,3534,sportspersons
K6LTYZJH,shacarri,14,2859,sportspersons
KMXD4OZC,panda,1,801.6,animals
KMXD4OZC,ant eater,2,2757.5,animals
KMXD4OZC,possum,3,1489.8,animals
KMXD4OZC,raccoon,4,1107.8,animals
KMXD4OZC,hippo,5,1572,animals
KMXD4OZC,alligator,6,2903.2,animals
KMXD4OZC,crocodile,7,1764.1,animals
KMXD4OZC,flaming,8,4084.2,animals
KMXD4OZC,butterfly,9,1950.8,animals
KMXD4OZC,dog,10,2680.9,animals
KMXD4OZC,cat,11,565.7,animals
KMXD4OZC,lion,12,1089.6,animals
KMXD4OZC,tiger,13,630.3,animals
KMXD4OZC,squirrel,14,6658.1,animals
KMXD4OZC,rat,15,554.4,animals
KMXD4OZC,mice,16,3712.7,animals
KMXD4OZC,bird,17,5125.5,animals
KMXD4OZC,pelican,18,1208.2,animals
KMXD4OZC,trex,19,5403.1,animals
KMXD4OZC,woolfe,1,2749,authors
KMXD4OZC,jk rowling,2,2614.4,authors
KMXD4OZC,brandon sanderson,3,4370.8,authors
KMXD4OZC,toni morrison,4,7966.6,authors
KMXD4OZC,bell hooks,5,1612.6,authors
KMXD4OZC,james baldwin,6,2036,authors
KMXD4OZC,putnam,7,22957,authors
KMXD4OZC,graham allison,8,5100,authors
KMXD4OZC,chinese,1,1169.5,college_majors
KMXD4OZC,hispanic studies,2,2570.4,college_majors
KMXD4OZC,asian studies,3,2413.2,college_majors
KMXD4OZC,psychology,4,1840.3,college_majors
KMXD4OZC,education,5,918.9,college_majors
KMXD4OZC,history,6,2429.1,college_majors
KMXD4OZC,english,7,1015.4,college_majors
KMXD4OZC,econ,8,2912.9,college_majors
KMXD4OZC,gov,9,609.2,college_majors
KMXD4OZC,political science,10,16823,college_majors
KMXD4OZC,anthro,11,2041.4,college_majors
KMXD4OZC,law,12,1101.9,college_majors
KMXD4OZC,urban studies,13,3978.8,college_majors
KMXD4OZC,environmental,14,3233,college_majors
KMXD4OZC,music,15,682.6,college_majors
KMXD4OZC,gender studies,16,7362.1,college_majors
KMXD4OZC,beyonce,1,1870.8,musicians
KMXD4OZC,nicki minaj,2,1522.2,musicians
KMXD4OZC,doja cat,3,5977.3,musicians
KMXD4OZC,vicente fernandez,4,2886.8,musicians
KMXD4OZC,rocio durcal,5,1670.7,musicians
KMXD4OZC,alejandro fernandez,6,9815.8,musicians
KMXD4OZC,kali uchis,7,4481.6,musicians
KMXD4OZC,steve lacy,8,2884.3,musicians
KMXD4OZC,stevie wonders,9,4000.1,musicians
KMXD4OZC,stevie nicks,10,2327.6,musicians
KMXD4OZC,bad bunny,11,3105.7,musicians
KMXD4OZC,bruno mras,12,2877.7,musicians
KMXD4OZC,cardi b,13,1724.2,musicians
KMXD4OZC,ice spice,14,4326.3,musicians
KMXD4OZC,d4vid,15,2121,musicians
KMXD4OZC,beatles,16,7610.4,musicians
KMXD4OZC,kaepernick,1,3042.2,sportspersons
KMXD4OZC,wilson russel,2,4414.4,sportspersons
KMXD4OZC,memo ochoa,3,3402.7,sportspersons
KMXD4OZC,chicarito,4,2584.6,sportspersons
KMXD4OZC,alysa liu,5,4360.5,sportspersons
KMXD4OZC,eileen gu,6,3138.7,sportspersons
KMXD4OZC,yuzura hanyu,7,4794.8,sportspersons
KMXD4OZC,odell beckam,8,6264.5,sportspersons
KMXD4OZC,messi,9,857.9,sportspersons
KMXD4OZC,cr4,10,1774,sportspersons
KMXD4OZC,simon biles,11,16975.1,sportspersons
KZ9S5MPC,Hippo,1,1521,animals
KZ9S5MPC,Elephant,2,2716,animals
KZ9S5MPC,lizard,3,2245,animals
KZ9S5MPC,frog,4,1707,animals
KZ9S5MPC,dog,5,973,animals
KZ9S5MPC,cat,6,861,animals
KZ9S5MPC,bird,7,1483,animals
KZ9S5MPC,mouse,8,1690,animals
KZ9S5MPC,rat,9,743,animals
KZ9S5MPC,toucan,10,3899,animals
KZ9S5MPC,ant,11,3871,animals
KZ9S5MPC,beetle,12,3112,animals
KZ9S5MPC,butterfly,13,2151,animals
KZ9S5MPC,ladybug,14,2209,animals
KZ9S5MPC,praying mantis,15,8025,animals
KZ9S5MPC,snake,16,2924,animals
KZ9S5MPC,anteater,17,6150,animals
KZ9S5MPC,marmaduke,18,3427,animals
KZ9S5MPC,echidna,19,6355,animals
KZ9S5MPC,kiwi,20,3865,animals
KZ9S5MPC,JK Rowling,1,3694,authors
KZ9S5MPC,Octavia Butler,2,4647,authors
KZ9S5MPC,James Baldwin,3,3223,authors
KZ9S5MPC,Sarah J Maas,4,7591,authors
KZ9S5MPC,Ezra Klein,5,19424,authors
KZ9S5MPC,Biology,1,2265,college_majors
KZ9S5MPC,Neuroscience,2,4293,college_majors
KZ9S5MPC,communications,3,2503,college_majors
KZ9S5MPC,Government and Legal studies,4,7622,college_majors
KZ9S5MPC,sociology,5,1870,college_majors
KZ9S5MPC,economics,6,1770,college_majors
KZ9S5MPC,earth and oceanographic studies,7,7053,college_majors
KZ9S5MPC,math,8,2624,college_majors
KZ9S5MPC,english,9,3205,college_majors
KZ9S5MPC,history,10,1380,college_majors
KZ9S5MPC,French,11,4719,college_majors
KZ9S5MPC,German,12,1767,college_majors
KZ9S5MPC,Russian,13,1569,college_majors
KZ9S5MPC,Spanish,14,4283,college_majors
KZ9S5MPC,Theater and Dance,15,4578,college_majors
KZ9S5MPC,Religion,16,5141,college_majors
KZ9S5MPC,biology,17,3024,college_majors
KZ9S5MPC,Lady gaga,1,2093,musicians
KZ9S5MPC,Ariana grande,2,2481,musicians
KZ9S5MPC,ed sheeran,3,1949,musicians
KZ9S5MPC,Sabrina carpenter,4,4856,musicians
KZ9S5MPC,the beatles,5,2247,musicians
KZ9S5MPC,Taylor swift,6,3377,musicians
KZ9S5MPC,drake,7,1270,musicians
KZ9S5MPC,kendrick lamar,8,2505,musicians
KZ9S5MPC,sia,9,5592,musicians
KZ9S5MPC,nicki minaj,10,4052,musicians
KZ9S5MPC,maroon five,11,4315,musicians
KZ9S5MPC,P!nk,12,5471,musicians
KZ9S5MPC,jessie J,13,4803,musicians
KZ9S5MPC,Lionel Messi,1,2608,sportspersons
KZ9S5MPC,My friend Ruqayyah,2,17838,sportspersons
KZ9S5MPC,Labron James,3,8374,sportspersons
KZ9S5MPC,Shaq,4,5268,sportspersons
LJSMGNV0,Dog,1,1361,animals
LJSMGNV0,Cat,2,830,animals
LJSMGNV0,Mouse,3,977,animals
LJSMGNV0,Bird,4,1214,animals
LJSMGNV0,Pidgeon,5,2617,animals
LJSMGNV0,Elephant,6,5122,animals
LJSMGNV0,Hippo,7,1481,animals
LJSMGNV0,Deer,8,4654,animals
LJSMGNV0,Moose,9,781,animals
LJSMGNV0,Coyote,10,5769,animals
LJSMGNV0,Monkey,11,6730,animals
LJSMGNV0,Zebra,12,8162,animals
LJSMGNV0,Giraffe,13,1268,animals
LJSMGNV0,Red Panta,14,1343,animals
LJSMGNV0,Panda,15,1578,animals
LJSMGNV0,Rhino,16,4865,animals
LJSMGNV0,bear,17,7450,animals
LJSMGNV0,polar bear,18,2935,animals
LJSMGNV0,Andy Weir,1,2315,authors
LJSMGNV0,Hawthorne,2,6523,authors
LJSMGNV0,Henry Wadsworth Longfellow,3,5761,authors
LJSMGNV0,Sylvia Plath,4,2307,authors
LJSMGNV0,Poe,5,8568,authors
LJSMGNV0,Oscar Wilde,6,4408,authors
LJSMGNV0,Neuro,1,3182,college_majors
LJSMGNV0,Psych,2,1331,college_majors
LJSMGNV0,Sneaker Design,3,2358,college_majors
LJSMGNV0,Visual Arts,4,4467,college_majors
LJSMGNV0,Biology,5,3762,college_majors
LJSMGNV0,Chemistry,6,1482,college_majors
LJSMGNV0,English,7,7258,college_majors
LJSMGNV0,History,8,2517,college_majors
LJSMGNV0,Government/Poly Sci,9,2807,college_majors
LJSMGNV0,Africana Studies,10,6839,college_majors
LJSMGNV0,Sociology,11,1591,college_majors
LJSMGNV0,Anthropology,12,2814,college_majors
LJSMGNV0,Music,13,1098,college_majors
LJSMGNV0,Italian,14,7435,college_majors
LJSMGNV0,Spanish,15,1643,college_majors
LJSMGNV0,French,16,867,college_majors
LJSMGNV0,German,17,2313,college_majors
LJSMGNV0,Russian,18,919,college_majors
LJSMGNV0,Alice Phoebe Lou,1,5746,musicians
LJSMGNV0,Paul Simon,2,3650,musicians
LJSMGNV0,Garfunkel,3,2958,musicians
LJSMGNV0,Taylor Swift,4,2165,musicians
LJSMGNV0,BB King,5,1353,musicians
LJSMGNV0,Clairo,6,18210,musicians
LJSMGNV0,Phoebe Bridgers,7,4917,musicians
LJSMGNV0,Paul McCartney,8,10502,musicians
LJSMGNV0,Ringo Starr,9,3245,musicians
LJSMGNV0,John Lennon,10,5376,musicians
LJSMGNV0,Kobe Bryant,1,2914,sportspersons
LJSMGNV0,Babe Ruth,2,3066,sportspersons
LJSMGNV0,Travis Kelce,3,16837,sportspersons
LN8REBYY,cat,1,3169.1,animals
LN8REBYY,dog,2,761.7,animals
LN8REBYY,pig,3,620.2,animals
LN8REBYY,cow,4,632.3,animals
LN8REBYY,snake,5,2362.5,animals
LN8REBYY,buffalo,6,3539.8,animals
LN8REBYY,butterfly,7,3989.1,animals
LN8REBYY,shark,8,1622,animals
LN8REBYY,snail,9,876.9,animals
LN8REBYY,dolphin,10,5792.7,animals
LN8REBYY,cardinal,11,2468.7,animals
LN8REBYY,chickadee,12,2824,animals
LN8REBYY,cowbird,13,1697.2,animals
LN8REBYY,catbird,14,2575.5,animals
LN8REBYY,dragonfly,15,5756.5,animals
LN8REBYY,beetle,16,1370.7,animals
LN8REBYY,elephant,17,3099.2,animals
LN8REBYY,tiger,18,1803,animals
LN8REBYY,lion,19,1921.2,animals
LN8REBYY,sloth,20,2190.2,animals
LN8REBYY,ape,21,2135.4,animals
LN8REBYY,sheep,22,3316.4,animals
LN8REBYY,ram,23,1203.1,animals
LN8REBYY,bull,24,957.1,animals
LN8REBYY,ewe,25,912.2,animals
LN8REBYY,charles dickens,1,3561.3,authors
LN8REBYY,ann patchett,2,2417.2,authors
LN8REBYY,catherine newman,3,3546.5,authors
LN8REBYY,joan didion,4,5926.9,authors
LN8REBYY,patricia lockwood,5,9782.9,authors
LN8REBYY,j rr tolkein,6,4081,authors
LN8REBYY,pathrick rothfuss,7,6846.1,authors
LN8REBYY,george rr martin,8,7110.4,authors
LN8REBYY,harriet beecher stowe,9,15132.3,authors
LN8REBYY,economic,1,2872.8,college_majors
LN8REBYY,government,2,1799.9,college_majors
LN8REBYY,ocean science,3,2263.4,college_majors
LN8REBYY,nursing,4,885.8,college_majors
LN8REBYY,education,5,3047.1,college_majors
LN8REBYY,english,6,2811.7,college_majors
LN8REBYY,history,7,1142.5,college_majors
LN8REBYY,german,8,1121,college_majors
LN8REBYY,russian,9,1374,college_majors
LN8REBYY,french,10,2325.6,college_majors
LN8REBYY,chemistry,11,3625.5,college_majors
LN8REBYY,physics,12,2737.7,college_majors
LN8REBYY,kinesiology,13,3558.9,college_majors
LN8REBYY,studio art,14,13541,college_majors
LN8REBYY,visual art,15,1749.6,college_majors
LN8REBYY,film,16,2985.6,college_majors
LN8REBYY,philosophy,17,10869.3,college_majors
LN8REBYY,michael jackson,1,4908.4,musicians
LN8REBYY,whitney houston,2,2322.2,musicians
LN8REBYY,bonnie raitt,3,1860.5,musicians
LN8REBYY,sombr,4,2577.6,musicians
LN8REBYY,cmat,5,1217.2,musicians
LN8REBYY,chappel roan,6,4165.8,musicians
LN8REBYY,kendrick lamar,7,6592.2,musicians
LN8REBYY,godsmack,8,2719.8,musicians
LN8REBYY,metallica,9,2904.7,musicians
LN8REBYY,pavarotti,10,1393.3,musicians
LN8REBYY,john mayer,11,5193.4,musicians
LN8REBYY,acdc,12,1494.4,musicians
LN8REBYY,rush,13,3071,musicians
LN8REBYY,big time rush,14,4440,musicians
LN8REBYY,joan jett,15,2420.2,musicians
LN8REBYY,joanie mitchell,16,4468.3,musicians
LN8REBYY,brandi carlisle,17,3864.9,musicians
LN8REBYY,the 1975,18,3164.7,musicians
LN8REBYY,meghan keller,1,9997.6,sportspersons
LN8REBYY,larry bird,2,8375.4,sportspersons
LN8REBYY,michael jordan,3,2861,sportspersons
LN8REBYY,manny ramirez,4,2651.8,sportspersons
LN8REBYY,joan benoit samuelson,5,8580.9,sportspersons
LN8REBYY,lindsay vonn,6,6290.8,sportspersons
LN8REBYY,tiger woods,7,2537.6,sportspersons
LN8REBYY,jesse jackson,8,11347.4,sportspersons
LUKGQM9Q,Cow,1,2319.6,animals
LUKGQM9Q,Dog,2,1178.9,animals
LUKGQM9Q,cat,3,891.6,animals
LUKGQM9Q,lizard,4,2900,animals
LUKGQM9Q,gecko,5,4054.3,animals
LUKGQM9Q,giraffe,6,2007.8,animals
LUKGQM9Q,elephant,7,1708.3,animals
LUKGQM9Q,whale,8,3104.7,animals
LUKGQM9Q,snake,9,1333.3,animals
LUKGQM9Q,shark,10,1354.3,animals
LUKGQM9Q,fish,11,1191.5,animals
LUKGQM9Q,eel,12,650.1,animals
LUKGQM9Q,octopus,13,2504,animals
LUKGQM9Q,starfish,14,3663.6,animals
LUKGQM9Q,leopard,15,1981.5,animals
LUKGQM9Q,lion,16,1134.5,animals
LUKGQM9Q,sheep,17,1349.3,animals
LUKGQM9Q,pig,18,766.5,animals
LUKGQM9Q,monkey,19,5467.8,animals
LUKGQM9Q,fox,20,15428.2,animals
LUKGQM9Q,chicken,21,3105.3,animals
LUKGQM9Q,Jane Austen,1,24122.2,authors
LUKGQM9Q,Suzanne Collins,2,3745.1,authors
LUKGQM9Q,Mary Shelley,3,9909.3,authors
LUKGQM9Q,Shakespeare,4,2207.9,authors
LUKGQM9Q,F. Scott Fitzgerald,5,13771,authors
LUKGQM9Q,Biology,1,2587.4,college_majors
LUKGQM9Q,Chemistry,2,1974.5,college_majors
LUKGQM9Q,Biochemistry,3,2749.8,college_majors
LUKGQM9Q,Dance,4,1312.3,college_majors
LUKGQM9Q,Theater,5,2439,college_majors
LUKGQM9Q,Psychology,6,2952.7,college_majors
LUKGQM9Q,Philosophy,7,4041.6,college_majors
LUKGQM9Q,History,8,1450,college_majors
LUKGQM9Q,Education,9,1649.9,college_majors
LUKGQM9Q,English,10,1345.9,college_majors
LUKGQM9Q,Genetics,11,11212.5,college_majors
LUKGQM9Q,Anthropology,12,10299.9,college_majors
LUKGQM9Q,Sociology,13,1841.7,college_majors
LUKGQM9Q,Archeology,14,3479.6,college_majors
LUKGQM9Q,Spanish,15,6258.4,college_majors
LUKGQM9Q,Latin,16,1786.9,college_majors
LUKGQM9Q,The Beatles,1,3863.9,musicians
LUKGQM9Q,Prince,2,1733.6,musicians
LUKGQM9Q,guns n roses,3,12830.2,musicians
LUKGQM9Q,Lebron James,1,9933.7,sportspersons
LUKGQM9Q,Kobe Bryant,2,9291.2,sportspersons
LUKGQM9Q,Jack Hughes,3,14525.7,sportspersons
LUKGQM9Q,Derek Jeter,4,10457.2,sportspersons
LUKGQM9Q,Aaron Judge,5,2695.9,sportspersons
MCYP84X4,Dog,1,960,animals
MCYP84X4,Cat,2,759,animals
MCYP84X4,zebra,3,3729,animals
MCYP84X4,hippo,4,1251,animals
