SID,response,entry,entry_number,response_times
18HXK612,chappell roan,chappell roan,8,9755.9
18HXK612,greenday,green day,9,5159.5
18HXK612,imagine dragons,imagine dragons,10,7166.7
1KEVYYJ9,TAYLOR SWIFT,taylor swift,2,5107.3
1KEVYYJ9,BENNY BLANCO,benny blanco,3,8422.7
1KEVYYJ9,BAD BUNNY,bad bunny,4,12046.8
1KEVYYJ9,DEFTONES,deftones,5,5504.1
1KEVYYJ9,KORN,korn,6,2244.3
1KEVYYJ9,FABVL,fabvl,7,5749.5
1KEVYYJ9,RUSTAGE,rustage,8,4891.4
20ISZCV2,Gladys Knight,gladys knight,1,6410.0
20ISZCV2,Amy Winehouse,amy winehouse,2,2802.0
20ISZCV2,SZA,sza,3,2737.0
20ISZCV2,Drake,drake,4,1739.0
20ISZCV2,Sia,sia,5,7213.0
20ISZCV2,Adele,adele,6,1231.0
20ISZCV2,Beyonce,beyoncé,7,10427.0
20ISZCV2,Jay z,jay-z,8,19256.0
20ISZCV2,Kanye west,kanye west,9,2866.0
2BD455O0,adele,adele,1,1489.4
2BD455O0,taylor swift,taylor swift,2,2151.1
2BD455O0,dacelynn,dacelynn,3,2216.3
2BD455O0,the strokes,the strokes,4,1846.0
2BD455O0,the killers,the killers,5,1770.0
2BD455O0,julian casablancas,julian casablancas,6,3536.2
2BD455O0,ben gibbard,ben gibbard,7,2696.4
2BD455O0,phoebe bridgers,phoebe bridgers,8,3518.7
2BD455O0,lucy dacus,lucy dacus,9,2947.9
2BD455O0,michelle zauner,michelle zauner,10,2525.5
2BD455O0,magdalena bay,magdalena bay,11,8511.1
2BD455O0,oxis,oxis,12,1316.1
2BD455O0,pinnochioP,pinocchiop,13,4978.1
2BD455O0,circusP,circusp,14,1678.0
2BD455O0,Ado,ado,15,1907.9
2BD455O0,Lamp,lamp,16,4463.0
2BD455O0,daft punk,daft punk,17,3962.0
2BD455O0,michael jackson,michael jackson,18,3731.9
37UDZTHY,Drake,drake,1,1579.0
37UDZTHY,Louis Armstrong,louis armstrong,2,7374.5
37UDZTHY,Kanye,kanye,3,3401.4
37UDZTHY,Kendrick,kendrick,4,2682.1
37UDZTHY,Grohl,grohl,5,9968.8
37UDZTHY,Future,future,6,4673.4
37UDZTHY,J Cole,j. cole,7,8541.8
37UDZTHY,Ryan Gosling in La la land,ryan gosling in la la land,8,13824.7
37UDZTHY,Whiplash kid,whiplash kid,9,4963.8
3YX63NZD,sza,sza,1,2680.6
3YX63NZD,gza,gza,2,1330.3
3YX63NZD,redman,redman,3,1694.1
3YX63NZD,method man,method man,4,3371.4
3YX63NZD,playboi carti,playboi carti,5,3592.8
3YX63NZD,blue smiley,blue smiley,6,3333.6
3YX63NZD,elliott smith,elliott smith,7,3771.8
3YX63NZD,rolling stones,the rolling stones,8,4558.6
3YX63NZD,young thug,young thug,9,4517.3
3YX63NZD,tagabow,tagabow,10,2550.3
3YX63NZD,gel,gel,11,1512.2
3YX63NZD,gucci mane,gucci mane,12,4356.2
3YX63NZD,destroy lonely,destroy lonely,13,5434.2
3YX63NZD,arca,arca,14,2624.9
3YX63NZD,tim hecker,tim hecker,15,6548.8
40SNDKQR,George Harrison,george harrison,1,3715.0
40SNDKQR,Taylor Swift,taylor swift,2,3230.0
40SNDKQR,John Lennon,john lennon,3,2283.0
40SNDKQR,Lana Del Ray,lana del rey,4,4952.0
40SNDKQR,Billie Ellish,billie eilish,5,6076.0
40SNDKQR,Alex Turner,alex turner,6,3616.0
40SNDKQR,Win Butler,win butler,7,6446.0
40SNDKQR,Adam Levine,adam levine,8,8364.0
40SNDKQR,Bad Bunny,bad bunny,9,6735.0
40SNDKQR,Lady Gaga,lady gaga,10,8509.0
40SNDKQR,Cher,cher,11,2911.0
476LZI3N,kali uchis,kali uchis,1,3011.0
476LZI3N,noriel,noriel,2,1425.0
476LZI3N,bad bunny,bad bunny,3,3318.0
476LZI3N,silvestre y la nanranja,silvestre y la naranja,4,7232.0
476LZI3N,bandalos chinos,bandalos chinos,5,2189.0
476LZI3N,doja cat,doja cat,6,5822.0
476LZI3N,miley cyrus,miley cyrus,7,7362.0
476LZI3N,sabrina carpenter,sabrina carpenter,8,5445.0
476LZI3N,trap capos,trap capos,9,5766.0
476LZI3N,maluma,maluma,10,2883.0
476LZI3N,el alfa,el alfa,11,8133.0
476LZI3N,olivia rodrigo,olivia rodrigo,12,6766.0
4CA4DFWP,mitski,mitski,1,1313.6
4CA4DFWP,pheobe bridger,phoebe bridgers,2,2041.7
4CA4DFWP,Micheal jackson,michael jackson,3,2883.0
4CA4DFWP,sabrina carpenter,sabrina carpenter,4,2998.3
4CA4DFWP,Greenday,green day,5,4867.3
4CA4DFWP,Nirvana,nirvana,6,5299.8
4CA4DFWP,Justin bieber,justin bieber,7,4149.6
4CA4DFWP,Bill Joel,billy joel,8,5903.3
4CA4DFWP,Pink Panthers,pinkpantheress,9,5097.0
4CA4DFWP,Boy genuis,boygenius,10,16116.9
4CA4DFWP,lucy dacus,lucy dacus,11,1593.9
4CA4DFWP,beyonvce,beyoncé,12,6075.4
4CA4DFWP,rihana,rihanna,13,891.1
56M8U5A5,bad bunny,bad bunny,1,2962.0
56M8U5A5,rauw alejandro,rauw alejandro,2,3945.0
56M8U5A5,jhayco,jhayco,3,4109.0
56M8U5A5,myke towers,myke towers,4,3491.0
56M8U5A5,rosalia,rosalía,5,3379.0
56M8U5A5,karol g,karol g,6,2394.0
56M8U5A5,becky g,becky g,7,2174.0
56M8U5A5,Justin beiber,justin bieber,8,5652.0
56M8U5A5,playboi carti,playboi carti,9,4084.0
56M8U5A5,jid,jid,10,3292.0
56M8U5A5,j cole,j. cole,11,1647.0
56M8U5A5,drake,drake,12,2273.0
56M8U5A5,John lennon,john lennon,13,9895.0
56M8U5A5,esdeekid,esdeekid,14,5432.0
5K82MZW1,queen,queen,1,2079.0
5K82MZW1,taylor swift,taylor swift,2,3504.0
5K82MZW1,beyoncé,beyoncé,3,1748.0
5K82MZW1,gerard way,gerard way,4,8324.0
5K82MZW1,nirvana,nirvana,5,2950.0
5K82MZW1,panic at the disco,panic at the disco,6,6644.0
5K82MZW1,patrick stump,patrick stump,7,7966.0
5K82MZW1,maroon five,maroon five,8,3307.0
5K82MZW1,rihanna,rihanna,9,4923.0
5K82MZW1,lorde,lorde,10,3610.0
5K82MZW1,pinkpantheress,pinkpantheress,11,9143.0
5K82MZW1,kanye,kanye,12,4367.0
64LRAXDJ,Halsey,halsey,1,2592.8
64LRAXDJ,One Republic,onerepublic,2,2311.4
64LRAXDJ,One Direction,one direction,3,3211.2
64LRAXDJ,Twenty One Pilots,twenty one pilots,4,7343.9
64LRAXDJ,Florence the Machine,florence + the machine,5,5702.3
64LRAXDJ,Lord Huron,lord huron,6,2004.0
64LRAXDJ,Of Monsters and Men,of monsters and men,7,8127.6
64LRAXDJ,Elvis,elvis presley,8,7430.2
64LRAXDJ,David Kushner,david kushner,9,9708.8
6CDVQX7L,Joan Sebastian Bach,johann sebastian bach,1,4817.0
6CDVQX7L,Mozart,mozart,2,1916.0
6CDVQX7L,Bethoven,beethoven,3,8515.0
6D26ZXC8,Neil Armstrong,neil armstrong,1,6723.0
6D26ZXC8,Charlie Parker,charlie parker,2,3506.0
6D26ZXC8,Taylor Swift,taylor swift,3,7484.0
6D26ZXC8,David Gray,david gray,4,8634.0
6D26ZXC8,Robbin Skinner,robin skinner,5,16349.0
6D26ZXC8,Kathleen Edwards,kathleen edwards,6,11854.0
6D26ZXC8,Amie Mann,aimee mann,7,4339.0
6PJDUW9O,queen,queen,1,3801.0
6PJDUW9O,Olivia dean,olivia dean,2,3188.0
6PJDUW9O,Taylor swift,taylor swift,3,2728.0
6PJDUW9O,led zeppelin,led zeppelin,4,6618.0
6PJDUW9O,lil wayne,lil wayne,5,1740.0
6PJDUW9O,lil pump jetski,lil pump,6,3347.0
6PJDUW9O,nicki minaj,nicki minaj,7,3221.0
6PJDUW9O,cardi b,cardi b,8,1997.0
6PJDUW9O,bop kosher,bop kosher,9,3759.0
6PJDUW9O,Kanye west,kanye west,10,7877.0
6PJDUW9O,Luke combs,luke combs,11,1587.0
6PJDUW9O,p diddy,p. diddy,12,1839.0
6PJDUW9O,kesha,kesha,13,1858.0
6PJDUW9O,j lo,j. lo,14,2543.0
6PJDUW9O,noah kahan,noah kahan,15,6775.0
6PJDUW9O,yeet,yeet,16,1308.0
6PJDUW9O,kendrick,kendrick lamar,17,3016.0
6PJDUW9O,drake,drake,18,1603.0
6VBV95IL,lizzy mcalpine,lizzy mcalpine,1,5192.1
6VBV95IL,eliot smith,elliott smith,2,2911.1
6VBV95IL,kanye,kanye west,3,1700.1
6VBV95IL,talyor swift,taylor swift,4,4595.9
6VBV95IL,motzart,mozart,5,2555.8
6VBV95IL,bethoven,beethoven,6,3934.6
6VBV95IL,frank ocean,frank ocean,7,7902.3
6VBV95IL,cardi b,cardi b,8,13872.8
6VBV95IL,tame impala,tame impala,9,5084.7
6VBV95IL,fleetwood mac,fleetwood mac,10,4016.1
6VBV95IL,james tayokor,james taylor,11,2840.2
6VBV95IL,oliva rodrigo,olivia rodrigo,12,2968.6
6VBV95IL,chance the raooer,chance the rapper,13,1860.5
6XD6NVVO,Taylor Swift,taylor swift,1,4484.0
6XD6NVVO,John Lennon,john lennon,2,4833.0
6XD6NVVO,Pink Pantheress,pinkpantheress,3,10287.0
6XD6NVVO,Mozart,mozart,4,5945.0
6XD6NVVO,BTS,bts,5,7639.0
6XD6NVVO,Chappel Roan,chappell roan,6,6112.0
6XD6NVVO,Ariana Grande,ariana grande,7,7359.0
6XD6NVVO,Elton John,elton john,8,3390.0
6XD6NVVO,Billy Joel,billy joel,9,3917.0
6XD6NVVO,Cardi B,cardi b,10,5300.0
73N2RQWR,selena gomez,selena gomez,1,6087.8
73N2RQWR,shawn mendes,shawn mendes,2,6219.1
73N2RQWR,camilla cabello,camila cabello,3,6429.6
73N2RQWR,selena,selena gomez,4,2608.8
73N2RQWR,bridgit mendler,bridgit mendler,5,5592.5
73N2RQWR,billie eilish,billie eilish,6,6398.8
73N2RQWR,arianna granda,ariana grande,7,4660.8
73N2RQWR,doja cat,doja cat,8,4923.2
73N2RQWR,travis scott,travis scott,9,3234.9
73N2RQWR,kendrick lamar,kendrick lamar,10,3147.5
73N2RQWR,drake,drake,11,1553.5
73N2RQWR,snoop dogg,snoop dogg,12,2957.7
73N2RQWR,katy perry,katy perry,13,2069.8
73N2RQWR,kali,kali uchis,14,3746.4
7SUXPU9Y,motley crue,motley crue,1,3276.0
7SUXPU9Y,my chemical romance,my chemical romance,2,3814.0
7SUXPU9Y,Elliot smith,elliott smith,3,2256.0
7SUXPU9Y,the beatles,the beatles,4,2184.0
7SUXPU9Y,los ángeles azules,los ángeles azules,5,7612.0
7SUXPU9Y,don omar,don omar,6,2648.0
7SUXPU9Y,pitbull,pitbull,7,2592.0
7SUXPU9Y,shakira,shakira,8,2175.0
7SUXPU9Y,beyoncé,beyoncé,9,2987.0
7SUXPU9Y,kali uchis,kali uchis,10,9723.0
7SUXPU9Y,dance Gavin dance,dance gavin dance,11,10690.0
7SUXPU9Y,thalia,thalía,12,7931.0
86EKSDZC,Laroi,the kid laroi,1,1818.9
86EKSDZC,Justin Bieber,justin bieber,2,2467.0
86EKSDZC,Nicki minaj,nicki minaj,3,1790.2
86EKSDZC,Cardi B,cardi b,4,1608.8
86EKSDZC,Selena Gomex,selena gomez,5,4468.6
86EKSDZC,Doja Cat,doja cat,6,2339.3
86EKSDZC,Ariana Grande,ariana grande,7,4791.1
86EKSDZC,Ava Max,ava max,8,1999.4
86EKSDZC,Taylor Swift,taylor swift,9,3626.4
86EKSDZC,Noah Kahan,noah kahan,10,3382.7
86EKSDZC,Dolly Parton,dolly parton,11,2900.8
86EKSDZC,CentralCee,central cee,12,4003.8
86EKSDZC,Eminem,eminem,13,3395.3
86EKSDZC,Kendrick Lamar,kendrick lamar,14,4191.2
86EKSDZC,Drake,drake,15,1619.9
86EKSDZC,Lil Yachty,lil yachty,16,3618.9
86EKSDZC,Lil Baby,lil baby,17,1469.3
86EKSDZC,DaBaby,dababy,18,1783.8
86EKSDZC,Dua Lipa,dua lipa,19,3484.4
86EKSDZC,BlackPink,blackpink,20,3045.3
86EKSDZC,Twice,twice,21,847.4
8BL6X7AX,don toliver,don toliver,1,5314.0
8BL6X7AX,masego,masego,2,5344.0
8BL6X7AX,drake,drake,3,2154.0
8BL6X7AX,rhiana,rihanna,4,4847.0
8BL6X7AX,bobby shmurda,bobby shmurda,5,7263.0
8BL6X7AX,lil teca,lil tecca,6,2272.0
8BL6X7AX,lil baby,lil baby,7,3400.0
8BL6X7AX,backseatlovers,the backseat lovers,8,9382.0
8BL6X7AX,harry styles,harry styles,9,5388.0
8BL6X7AX,taylorswisft,taylor swift,10,5858.0
8BL6X7AX,caleb,caleb,11,7604.0
8JEQ20SU,Taylor Swift,taylor swift,1,23824.5
8JEQ20SU,Bruno Mars,bruno mars,2,5307.5
8JEQ20SU,The Weeknd,the weeknd,3,3977.2
8JEQ20SU,Harry Styles,harry styles,4,5755.3
8JEQ20SU,Lady Gaga,lady gaga,5,3619.2
8JEQ20SU,Katy Perry,katy perry,6,3926.3
8JEQ20SU,Olivia Rodrigo,olivia rodrigo,7,4109.3
8JEQ20SU,Adele,adele,8,7186.5
8PAKX1OM,billie eilish,billie eilish,1,3380.0
8PAKX1OM,finneas,finneas,2,2109.0
8PAKX1OM,Olivia rodrigo,olivia rodrigo,3,5809.0
8PAKX1OM,Taylor swift,taylor swift,4,5592.0
8PAKX1OM,haim,haim,5,2922.0
8PAKX1OM,the Jonas brothers,the jonas brothers,6,4148.0
8PAKX1OM,Lizzy mcalpine,lizzy mcalpine,7,5325.0
8PAKX1OM,yana,yana,8,1967.0
8PAKX1OM,the goo goo dolls,the goo goo dolls,9,6356.0
8PAKX1OM,perry,perry,10,6666.0
8PAKX1OM,amber riley,amber riley,11,2470.0
8PAKX1OM,Kevin mchale,kevin mchale,12,1964.0
8PAKX1OM,lai michale,lai michale,13,5434.0
8PAKX1OM,Jonathan gross,jonathan gross,14,3873.0
8ZC5BFHF,role model,role model,1,1928.1
8ZC5BFHF,lorde,lorde,2,1087.6
8ZC5BFHF,taylor swift,taylor swift,3,2016.7
8ZC5BFHF,ed sheeran,ed sheeran,4,1703.4
8ZC5BFHF,caamp,caamp,5,1625.0
8ZC5BFHF,sumbuck,sumbuck,6,1616.0
8ZC5BFHF,mt. joy,mt. joy,7,2574.7
8ZC5BFHF,sammy rae and the friends,sammy rae & the friends,8,7305.5
8ZC5BFHF,lake street dive,lake street dive,9,5771.0
8ZC5BFHF,couch,couch,10,2150.2
8ZC5BFHF,melt,melt,11,1791.5
8ZC5BFHF,sierra ferrell,sierra ferrell,12,3254.0
8ZC5BFHF,conan gray,conan gray,13,8721.2
8ZC5BFHF,sabrina carpenter,sabrina carpenter,14,4424.7
8ZC5BFHF,ariana grande,ariana grande,15,3139.8
8ZC5BFHF,drake,drake,16,2676.1
8ZC5BFHF,kendrick lamar,kendrick lamar,17,2779.5
8ZC5BFHF,kanye west,kanye west,18,3033.1
97N7CQ49,Taylor Swift,taylor swift,1,7839.4
97N7CQ49,Harry Styles,harry styles,2,2827.4
97N7CQ49,Billie Eilish,billie eilish,3,3304.2
97N7CQ49,Bad Bunny,bad bunny,4,9978.0
97N7CQ49,Kendrick Lamar,kendrick lamar,5,3961.9
97N7CQ49,Drake,drake,6,2161.0
97N7CQ49,Sia,sia,7,4466.7
97N7CQ49,Selena Gomez,selena gomez,8,21083.1
97N7CQ49,Sabrina,sabrina carpenter,9,4288.6
9KZ4Q91O,bach,bach,1,1074.8
9KZ4Q91O,strauss,strauss,2,1307.5
9KZ4Q91O,debussy,debussy,3,1218.6
9KZ4Q91O,mozart,mozart,4,1067.8
9KZ4Q91O,vivaldi,vivaldi,5,1824.1
9KZ4Q91O,beethoven,beethoven,6,7800.4
9KZ4Q91O,philip glass,philip glass,7,20811.3
9KZ4Q91O,tchaikovsky,tchaikovsky,8,14625.5
9KZ4Q91O,mendelsson,mendelssohn,9,3966.7
9KZ4Q91O,twoset violin,twoset violin,10,4441.4
9O2ABUMY,Ariana Grande,ariana grande,1,5517.0
9O2ABUMY,Whitney Houston,whitney houston,2,5199.0
9O2ABUMY,Beyonce,beyoncé,3,5902.0
9O2ABUMY,Stevie Wonder,stevie wonder,4,5900.0
9O2ABUMY,Rihanna,rihanna,5,4624.0
9O2ABUMY,Prince,prince,6,6541.0
9O2ABUMY,Michael Jackson,michael jackson,7,5155.0
9O2ABUMY,Bruno Mars,bruno mars,8,15367.0
A5YUTA1F,Drake,drake,1,1805.0
A5YUTA1F,Mozart,mozart,2,2457.0
A5YUTA1F,Avicii,avicii,3,3333.0
A5YUTA1F,Eagles,the eagles,4,2039.0
A5YUTA1F,Beatles,the beatles,5,3197.0
A5YUTA1F,Taylor Swift,taylor swift,6,4975.0
A5YUTA1F,NSync,*nsync,7,22271.0
A5YUTA1F,Major Lazer,major lazer,8,9525.0
AJVNZ9CE,sabrina carpenter,sabrina carpenter,1,7506.8
AJVNZ9CE,future,future,2,1703.4
AJVNZ9CE,drake,drake,3,1038.6
AJVNZ9CE,kendrik lamar,kendrick lamar,4,3792.0
AJVNZ9CE,bad bunny,bad bunny,5,2544.3
AJVNZ9CE,taylor swift,taylor swift,6,2910.7
AJVNZ9CE,gracie abrams,gracie abrams,7,2267.6
AJVNZ9CE,lil uzi vert,lil uzi vert,8,5957.6
AJVNZ9CE,fleetwood mac,fleetwood mac,9,3484.3
AJVNZ9CE,luke combs,luke combs,10,3901.0
AJVNZ9CE,the eagles,the eagles,11,2721.1
AJVNZ9CE,the beatles,the beatles,12,1960.6
AJVNZ9CE,the chicks,the chicks,13,1699.8
AJVNZ9CE,lil yachty,lil yachty,14,5299.5
AJVNZ9CE,41,41,15,1214.8
AJVNZ9CE,pop smoke,pop smoke,16,3571.6
AJVNZ9CE,young melly,ynw melly,17,5587.8
AWO2EA8Q,elvis presley,elvis presley,1,2520.0
AWO2EA8Q,elton john,elton john,2,3064.0
AWO2EA8Q,noah kahan,noah kahan,3,1707.0
AWO2EA8Q,Taylor swift,taylor swift,4,2299.0
AWO2EA8Q,katy perry,katy perry,5,5182.0
AWO2EA8Q,beyoncé,beyoncé,6,1839.0
AWO2EA8Q,the beatles,the beatles,7,10759.0
AWO2EA8Q,sammy rae,sammy rae,8,18673.0
AWO2EA8Q,del water gap,del water gap,9,4484.0
AWO2EA8Q,shakira,shakira,10,7681.0
B3MZX5TF,drake,drake,1,2536.4
B3MZX5TF,morgan wallen,morgan wallen,2,2626.8
B3MZX5TF,stapeleton,stapleton,3,2663.8
B3MZX5TF,sam barber,sam barber,4,1375.4
B3MZX5TF,bob dylan,bob dylan,5,5599.6
B3MZX5TF,liszt,liszt,6,1753.0
B3MZX5TF,mozart,mozart,7,2422.0
B3MZX5TF,bob seger,bob seger,8,22445.7
B3MZX5TF,johnny cash,johnny cash,9,1725.2
B3MZX5TF,paul mccartney,paul mccartney,10,2366.4
B3MZX5TF,cat stevens,cat stevens,11,1841.8
B3MZX5TF,lenny kravitz,lenny kravitz,12,4807.2
B3MZX5TF,pink floyd,pink floyd,13,2159.3
B3MZX5TF,jack johnson,jack johnson,14,2357.5
B3MZX5TF,oasis,oasis,15,1387.8
B3MZX5TF,mt joy,mt. joy,16,739.4
BF3MN8ZR,amy winehouse,amy winehouse,1,3359.0
BF3MN8ZR,michael jackson,michael jackson,2,3006.6
BF3MN8ZR,madonna,madonna,3,1550.8
BF3MN8ZR,after 7,after 7,4,1843.8
BF3MN8ZR,prince,prince,5,2666.0
BF3MN8ZR,beetles,the beatles,6,2233.8
BF3MN8ZR,aretha franklin,aretha franklin,7,6157.4
BF3MN8ZR,arca,arca,8,1385.4
BF3MN8ZR,whitney houston,whitney houston,9,8128.6
BF3MN8ZR,stromae,stromae,10,10809.0
BF3MN8ZR,mariah carey,mariah carey,11,8715.9
BF3MN8ZR,beach boys,the beach boys,12,7388.4
BWQ1ZSYD,Beyonce,beyoncé,1,2755.2
BWQ1ZSYD,Rhianna,rihanna,2,2874.4
BWQ1ZSYD,Sza,sza,3,5324.8
BWQ1ZSYD,Rose,rosé,4,7552.4
BWQ1ZSYD,Lady Gaga,lady gaga,5,9735.6
BWQ1ZSYD,Coldplay,coldplay,6,3818.7
BWQ1ZSYD,The Smashing Pumpkins,the smashing pumpkins,7,8267.5
BWQ1ZSYD,David Bowie,david bowie,8,3859.5
BWQ1ZSYD,Elton John,elton john,9,2787.5
BWQ1ZSYD,John Legend,john legend,10,3020.5
BWQ1ZSYD,Ariana Grande,ariana grande,11,4113.4
CI6QQA2Y,shakira,shakira,1,2376.0
CI6QQA2Y,Selena gomez,selena gomez,2,5897.0
CI6QQA2Y,katy perry,katy perry,3,2911.0
CI6QQA2Y,taylor swift,taylor swift,4,3455.0
CI6QQA2Y,drake,drake,5,2049.0
CI6QQA2Y,pitbull,pitbull,6,3467.0
CI6QQA2Y,twenty one pilots,twenty one pilots,7,10465.0
CI6QQA2Y,fall out boy,fall out boy,8,4487.0
CI6QQA2Y,harry styles,harry styles,9,6264.0
CI6QQA2Y,macklemore,macklemore,10,2873.0
CI6QQA2Y,ryan lewis,ryan lewis,11,3359.0
CI6QQA2Y,glass animales,glass animals,12,6918.0
DUBYYHYX,Bob Dylan,bob dylan,1,7400.3
DUBYYHYX,Bach,bach,2,2274.4
DUBYYHYX,Beethoven,beethoven,3,2129.0
DUBYYHYX,Mozart,mozart,4,1495.5
DUBYYHYX,Taylor Swift,taylor swift,5,5379.6
DUBYYHYX,Katy Perry,katy perry,6,2473.7
DUBYYHYX,Kurt Cobain,kurt cobain,7,12646.7
DUBYYHYX,Nicki Minaj,nicki minaj,8,6724.9
DUBYYHYX,Charlotte Sands,charlotte sands,9,3058.2
DUBYYHYX,Brian Butcher,brian butcher,10,3575.0
DUBYYHYX,Gerard Way,gerard way,11,6296.8
DUBYYHYX,Frank Iero,frank iero,12,2303.4
EA8GWQDV,lana del rey,lana del rey,1,2334.2
EA8GWQDV,miley cyrus,miley cyrus,2,3380.6
EA8GWQDV,billy ray cyrus,billy ray cyrus,3,4602.0
EA8GWQDV,bad bunny,bad bunny,4,3850.1
EA8GWQDV,rosalia,rosalía,5,1916.5
EA8GWQDV,neil halstead,neil halstead,6,3117.5
EA8GWQDV,pink floyd,pink floyd,7,3639.8
EA8GWQDV,adrianne lenker,adrianne lenker,8,4775.8
EA8GWQDV,radiohead,radiohead,9,4283.5
EA8GWQDV,sammy copley,sammy copley,10,2932.3
EA8GWQDV,katy perry,katy perry,11,13850.9
EA8GWQDV,carrie underword,carrie underwood,12,3120.6
EA8GWQDV,kelly clarkson,kelly clarkson,13,1636.7
EA8GWQDV,lil nas x,lil nas x,14,4459.3
ESNMRF10,sosa,sosa,1,2281.0
ESNMRF10,kendrick lamar,kendrick lamar,2,4116.0
ESNMRF10,drake,drake,3,3001.0
ESNMRF10,chopin,chopin,4,2716.0
ESNMRF10,mozart,mozart,5,3254.0
ESNMRF10,bach,bach,6,1045.0
ESNMRF10,beethoven,beethoven,7,2348.0
ESNMRF10,joan baez,joan baez,8,10619.0
ESNMRF10,bob dylan,bob dylan,9,3517.0
ESNMRF10,john lennon,john lennon,10,3114.0
ESNMRF10,ringo starr,ringo starr,11,7169.0
FDULT82W,SZA,sza,1,3184.7
FDULT82W,Docheii,doja cat,2,4255.1
FDULT82W,Doja cat,doja cat,3,2699.1
FDULT82W,Kendrick Lamar,kendrick lamar,4,7452.2
FDULT82W,Kali Uchis,kali uchis,5,2715.3
FDULT82W,Amy Winehouse,amy winehouse,6,4033.1
FDULT82W,Adele,adele,7,1366.6
FDULT82W,Beyonce,beyoncé,8,18435.2
FDULT82W,Jay Z,jay-z,9,4407.4
FJYUEQN8,Taylor swift,taylor swift,1,2357.0
FJYUEQN8,harry styles,harry styles,2,1793.0
FJYUEQN8,yoyo ma,yo-yo ma,3,1400.0
FJYUEQN8,surfaces,surfaces,4,4666.0
FJYUEQN8,eminem,eminem,5,1348.0
FJYUEQN8,amy winehouse,amy winehouse,6,4755.0
FJYUEQN8,madonna,madonna,7,2822.0
