,psychology,political science,history,math,chemistry,biology,physics,anthropology,french,spanish,computer science,english,art history,neuroscience,religion,economics,environmental studies,fashion design,literature,journalism,religious studies,gender studies,environmental science,geology,communications,sociology,asian studies,biochemistry,romance languages,film,government,engineering,art,music,philosophy,film production,dance,theater,astronomy,architecture,visual studies,italian,german,arabic,data science,agriculture,accounting,finance,business,criminal justice,geography,mathematics,premed,gender and sexuality studies,education,russian,earth science,visual arts,oceanography,cinema studies,hispanic,francophone,industrial design,graphic design,electrical engineering,mechanical engineering,music technology,chinese,screen writing,government and legal studies,hispanic studies,francophone studies,international relations,gender and women's studies,africana studies,japanese,classics,creative writing,human rights,latin american studies,cooking,sports management,gsws,linguistics,musical studies,medieval studies,latinx studies,legal studies,public health,language,nursing,eos,dcs,econ,gov,biochem,chem,bio,comp sci,urban studies,arctic studies,performing arts,earth and ocean studies,earth and oceanographic studies,marketing,media studies,bioinformatics,evolutionary and ecological biology,archaeology,biophysics,civil engineering,electrical and computer engineering,bioengineering,statistics,law,european history,kinesiology,theater and dance,hotel management,communication,latin,greek,pre-law,forestry,ecology,zoology,italian studies,theatre,meena,reees,digital computational studies,theology,american studies,east asian studies,middle east & north african,hater,government and law,fine arts,pre-med,neurochemistry,film studies,geophysics,bio engineering,international affairs,data and computer science,middle eastern / north african,laclas,human and organizational development,early childhood ed,secondary ed,elementary ed,special ed,women's studies,archeology
64,0.034577332,-0.05321195,0.029691072,-0.013906892,0.009626564,-0.0067793555,0.015514288,0.024560656,-0.034189124,0.0021651804,-0.051547803,-0.0011112358,0.050254025,-0.002275028,-0.020874906,-0.051120527,0.05029004,-0.045058865,-0.0077948254,0.04328148,-0.009874184,-0.040585,0.011877379,-0.072852895,0.029630054,-0.0005992503,0.0027120025,0.0142272785,0.01745379,-0.04293667,-0.050712835,-0.06469608,0.042714212,-0.053828202,0.002811565,-0.06703759,-0.059156906,-0.06662807,-0.04472693,-0.014333767,-0.03971503,0.022764074,0.010147017,0.012781299,-0.053861037,-0.029544288,0.039170373,-0.04511913,0.018274479,-0.06172529,-0.032737818,-0.011389312,-0.020554326,0.054191776,-0.015739914,0.018886311,-0.059713338,-0.049489144,-0.039267275,0.01099953,-0.009940692,0.026012188,-0.08241656,-0.07515884,-0.068787955,-0.012103375,-0.065419346,0.03803883,0.035165247,-0.0151554905,-0.0067481534,0.02428986,0.018551426,-0.008751853,0.019944804,0.0007666324,-0.011999455,-0.005083335,0.058795445,-0.0046316935,-0.04643626,-0.01290808,-0.02061949,-0.057973977,-0.034406215,-0.035330866,0.018405415,0.0021463798,-0.046035524,0.013886496,-0.0059936657,-0.02003601,-0.036263492,-0.05470274,-0.085403934,-0.012961265,-0.02564626,-0.013979383,-0.06979751,-0.00084978575,-0.025121132,-0.068640605,-0.015178161,0.03427283,-0.0141045395,0.057613842,-0.004594491,0.0049469443,0.04684085,-0.00041103121,-0.022558097,-0.049793646,-0.017205575,0.039860222,0.01559266,0.06995247,-0.054358978,-0.056829963,0.034887258,0.027307795,-0.007038005,0.06872156,-0.049390595,0.013595991,0.051182956,0.06965288,0.02476437,-0.050998393,-0.025705146,-0.06367285,-0.017936494,0.004131132,-0.0036130284,0.035634935,0.021540213,-0.017818457,0.011357735,-0.006211459,-0.020554326,0.019211654,-0.009216462,-0.013681869,-0.05628619,0.007843469,-0.049676273,0.005679798,-0.031846784,0.044290293,-0.0586519,-0.062112905,-0.0506692,-0.07112484,-0.015452885,0.029367989
65,-0.00834051,-0.008736797,0.0498846,-0.006052733,-0.009418144,0.0021216932,-0.02849408,-0.00044789378,0.012522344,-0.030203965,0.05045668,0.044973876,0.04853276,0.04502143,-0.006599061,-0.016029337,0.018634932,0.0016655999,0.06190797,0.00017578634,0.024624841,0.062735625,-0.01201106,-0.01711126,0.06345658,0.025677003,0.03295092,0.059343487,0.03125421,0.046863586,-0.005114593,0.07055817,0.07502253,0.021458386,0.042656235,-0.033507377,0.042497866,0.035838477,0.028235171,0.018378675,0.03328913,0.016021464,-0.022884991,-0.0042229756,0.0053730034,-0.021176323,0.009742841,-0.007496257,0.020314353,0.05207448,-0.017304497,0.021926595,0.0514723,-0.0025673937,0.025891947,0.014767244,-0.03294653,0.004681003,0.045016628,0.0400541,0.052267756,0.014542116,0.029313942,0.038684253,0.038916,0.054229684,0.03509351,0.038709674,0.031352445,-0.0026718115,0.028367352,0.03200022,-0.049001914,0.02637194,0.058812357,-0.020599794,0.07073518,0.07188504,-0.0014167709,0.006539134,0.032604028,-0.0011101742,0.047388263,0.030085526,0.051768642,0.030392226,0.016142085,0.0079267835,0.048812564,0.04463809,0.029251972,-0.006926993,0.057257675,0.031191016,-0.010786437,0.055053186,0.004959543,0.045894872,0.081768945,0.035076533,0.04011385,-0.039995085,0.052622207,0.06036305,-0.022064177,0.059207898,0.04107893,-0.007863182,-0.013789085,0.055227414,0.046270706,0.02913983,0.05334605,0.041699976,0.0014708512,0.0463013,-0.0275886,-0.006168221,0.024644488,0.046132598,-0.035156827,0.0021839812,-0.002177014,0.04657814,0.0033679712,-0.0074529434,0.010626232,0.022724653,0.02693187,0.037589673,0.045224905,0.037905864,0.02605743,0.025864191,0.009640961,0.034369096,-0.022266906,0.044969805,0.0514723,0.037684694,0.044917077,0.068943225,0.06190071,-0.031575877,0.04281886,0.0054981112,0.030531658,-0.04037946,0.0328914,0.03843578,0.06067512,0.02977617,0.046493713,0.055498056
66,-0.06746433,-0.073888026,-0.046243645,-0.057501998,-0.07852112,-0.081818774,-0.07265825,-0.06952524,-0.07152129,-0.066768155,-0.0813941,-0.070986845,-0.058015134,-0.07375882,0.0068686795,-0.06215797,-0.0784727,-0.06913222,-0.07969768,-0.05828227,-0.057193447,-0.04943639,-0.0811599,-0.07905203,-0.05710983,-0.067412235,-0.0598718,-0.08201261,0.02396552,-0.073658705,-0.06734027,-0.07195759,-0.05768488,-0.07832223,-0.018202486,-0.08200348,-0.07327706,-0.078579,-0.07105442,-0.075755656,-0.08197199,-0.060616244,-0.03659092,-0.027446024,-0.07550836,-0.078142844,-0.07669685,-0.06577828,-0.07940805,-0.038806822,-0.07822596,-0.00435936,-0.04867507,0.0008502401,-0.07202024,-0.029913988,-0.0804242,-0.08531027,-0.08732581,-0.077103205,-0.06968921,-0.056507457,-0.08528544,-0.08127521,-0.07898047,-0.0776964,-0.07934894,-0.015070419,-0.08049157,-0.06372694,-0.073411435,-0.06296257,-0.061149713,0.020521779,-0.09077006,-0.037684612,-0.013091405,-0.060890388,-0.009379728,-0.041557446,-0.05864603,-0.06945094,-0.02764008,-0.043963853,-0.07064842,-0.07603666,-0.068490736,-0.06639153,-0.05225225,0.013870043,-0.052381534,-0.076867126,-0.04862491,-0.068974584,-0.06529792,-0.0769588,-0.08147465,-0.073514,-0.079744264,-0.07332711,-0.071342565,-0.058823146,-0.06630875,-0.051040165,-0.071114354,-0.08311894,-0.071805336,-0.0675862,-0.06207791,-0.09561315,-0.066384055,-0.044857968,-0.079694554,-0.061185494,-0.025983093,-0.072303385,-0.06778593,-0.06791304,-0.076762706,-0.031000169,-0.051862217,-0.037401468,-0.050618585,-0.081301585,-0.05717023,-0.073971584,-0.06844583,-0.0804235,-0.04832287,-0.07783867,-0.075025454,-0.03251139,-0.057032164,-0.01839848,-0.076663636,0.02626769,-0.031010905,-0.06611589,-0.04867507,-0.060784183,-0.07823089,-0.092139594,-0.07114269,-0.039086793,-0.07482863,-0.07179538,-0.0130091645,-0.06900614,-0.061776455,-0.067380935,-0.021484936,-0.03359441,-0.033942487,-0.072660655
67,0.013622756,-0.013982633,-0.015466555,0.0025033958,0.0148486355,0.040436838,0.08445987,-0.064722136,0.06247125,0.0021801435,-0.010563572,0.0283302,0.01245712,0.07118488,-0.0025943425,0.02733692,0.050510272,-0.04050776,-0.0039132717,-0.0009916933,0.036086224,0.008575021,0.06557437,0.01710659,0.05108102,0.048864055,-0.019955995,0.002443535,0.059596907,-0.000620063,-0.044861987,-0.017836537,0.008365067,0.03385119,-0.06383558,0.064277336,0.03988898,-0.045804042,0.00987069,-0.02991153,-0.029484233,0.024754468,-0.023774749,-0.012124331,0.028973058,-0.07245938,0.06088174,-0.053389404,0.005216911,0.02716546,-0.022842973,-0.007416595,-0.011475336,0.044426817,-0.013449136,-0.022163332,-8.50221e-05,-0.03677825,0.03914247,0.0067077,-0.0055399844,0.044425204,0.03609438,-0.020908935,-0.0024859423,0.0042245346,0.06376026,-0.020402389,-0.027492026,-0.012943636,0.05072421,0.0675598,-0.047306698,0.024852842,0.028360156,0.012990975,0.003396128,-0.046057623,0.023678707,0.06603618,-0.006757669,0.040563196,-0.06825403,0.017503632,0.031079793,-0.041327905,0.034119863,0.051530294,-0.048944578,0.013737406,0.060635623,0.041597024,-0.02018359,0.020836709,-0.05818502,-0.03378681,0.011784163,0.043458242,0.025740912,0.027825003,0.057527825,0.012563758,0.019750006,0.007650639,-0.04890305,0.009384275,0.018783359,0.052025817,-0.074752025,0.06198709,-0.008030206,-0.041513484,0.034852546,0.0728207,0.02977796,-0.02250214,-0.0006369265,-0.016982283,0.059225842,0.014810179,0.059411,0.02179142,0.03312249,0.022773128,0.020965233,-0.016949072,0.05953894,-0.0350154,0.033094507,-0.048011992,0.057071865,-0.02578943,0.01719502,-0.032766204,-0.0003450391,-0.04139091,0.0015553377,0.0065525454,-0.011475336,-0.03534097,0.010969566,0.04449532,0.034985308,-0.04535352,-0.013561457,0.011497507,-0.067766525,-0.027691841,-0.02130125,-0.034289308,-0.047606193,-0.019159876,0.037133858,-0.06674286
68,0.04105016,0.077686615,0.042691134,-0.015953152,0.014860866,0.05619335,0.059735555,0.039457243,0.006577525,0.013710275,0.053198338,-0.016152592,0.025079392,-0.022208037,0.053578235,0.044184577,0.0057351915,0.026722787,-0.05718759,0.06443958,0.05215618,-0.045221385,0.017709378,-0.0028441,0.045841906,0.0109497765,0.039130643,0.023996849,-0.06147719,0.0663563,0.078680545,0.05872772,0.028951671,0.07567917,0.06382893,-0.011946968,0.05907978,0.04230627,0.023285305,0.0729711,0.068320215,-0.01902905,0.03947519,0.015177391,-0.0054604583,0.06906068,0.05047653,0.03800181,0.07021917,0.0742214,-0.020899262,-0.027619429,0.061895404,-0.03341374,0.040187176,-0.047517754,0.0064042006,0.07598725,-0.01453965,0.028365325,-0.009609245,-0.067854404,0.006370934,0.06505002,0.04657712,0.045820747,0.04312047,0.021804929,0.07151118,0.04856057,-0.015093694,-0.06001893,0.03329859,-0.061300866,0.03121067,0.00041604522,0.021638539,0.03420655,0.047801506,0.03261307,0.05686309,0.04649755,-0.0116119,-0.025979096,0.044132106,0.062287714,0.00022914309,0.058982037,0.07172311,-0.015124153,0.060134064,0.03331127,-0.00862743,0.014494876,0.04184934,0.002134833,0.008303502,0.009153274,0.026624631,-0.009324267,-0.054689366,0.07896313,-0.019201301,0.008621292,0.07102628,0.054127086,0.004696533,0.017025229,0.050292343,-0.017914038,0.0428115,0.04741081,0.047387283,0.0011548598,0.08544379,0.008323256,0.051744215,0.0019122955,-0.004450356,0.022454005,0.017368857,0.06782387,0.09953421,0.015627317,0.07146549,0.02242638,-0.016653147,0.059605464,0.020399107,0.08170228,-0.037095685,0.068578996,0.03479488,0.021623464,-0.046921372,0.026877526,0.0737783,0.08639195,0.061895404,0.037812933,0.040031563,-0.02912726,0.02965493,0.033604454,0.047790304,-0.045466922,0.043381114,0.017448394,0.025813142,0.011816911,0.05039029,0.030069692,0.01219022,0.022778608
69,0.060580526,0.009554158,-0.0037324931,-0.003334509,0.02036807,0.016139913,0.04965701,-0.0020444638,0.010942889,0.019731838,-0.013050355,-0.0061303913,0.007028716,0.02613068,0.03854326,0.059723504,0.07332472,0.00021044373,-0.03236837,0.0027952297,-0.012471456,0.059229847,0.060610805,0.03960266,0.03877284,0.031115344,0.032700904,-0.01426042,-0.021988545,0.011449177,0.076421,0.068493694,0.008305637,0.031138096,-0.0037403277,0.02037803,0.049391292,-0.010757468,0.059721205,0.037494134,0.037181873,0.042315844,0.08034252,0.0051550167,-0.0005314877,0.03957859,0.07133556,0.055237446,0.058924414,0.041344848,-0.0067900917,-0.018897356,0.06009277,0.00047917874,0.014613153,0.044225387,0.00236217,0.055111725,0.08177891,-0.016567953,0.062716134,-0.043052677,0.058852274,0.057137296,0.06689528,0.0722231,0.02181383,0.04274225,0.030699879,0.065760605,0.051666472,-0.048529554,0.058857318,0.007694874,0.05841206,0.06627823,0.0683803,0.050506,-0.00053016224,0.06252612,0.010474761,-0.054565337,0.008706099,0.052585214,0.0052393465,-0.0031314914,0.03765157,0.05984498,0.018309435,0.044534553,0.06467233,0.043113995,0.008354179,0.07055472,0.09524758,0.05540889,0.058524985,0.07848655,0.014767186,0.06646702,0.030791717,0.05212765,0.009380916,-0.014280541,0.058883406,0.01244239,0.06272566,-0.0023727978,-0.06708625,0.06283908,0.06304827,0.03727034,0.066038884,0.052779272,0.07093468,-0.026538542,0.049399823,-0.04420534,0.043881014,-0.010926579,0.07881042,0.008732873,0.067703225,0.050468035,0.05702945,0.030316275,0.035436414,-0.0049334997,0.025611298,0.039550632,0.02656979,0.055846803,0.039861407,0.01589785,0.0136958,0.028351327,0.07793559,0.02580405,0.06009277,0.051719155,-0.031778775,0.049441725,0.072729506,0.027360348,-0.016216185,0.009943185,0.04564208,0.008574647,0.062907904,0.06137625,0.04629937,0.058991205,-0.008865005,-0.05547957
70,-0.05914562,-0.048816618,-0.03498352,-0.033801626,-0.024468638,-0.06639248,-0.07874361,-0.07877769,0.005687803,0.020053443,-0.044154502,0.0046142093,-0.05647141,-0.07100932,-0.08810967,-0.033659764,-0.07732286,-0.026856888,-0.010943836,-0.06302101,-0.09066083,-0.065303236,-0.0844268,-0.055822503,-0.077778846,-0.08099105,-0.038177542,-0.04859899,0.05077979,0.045824822,-0.04461381,-0.057642624,-0.020197842,-0.019306714,-0.07923857,0.063169725,-0.01184743,-0.018549081,-0.080357224,-0.074758336,-0.011410991,-0.0037358347,-0.018783044,0.0030269593,-0.06367117,-0.05493368,-0.06773021,-0.047002215,-0.035913978,-0.061557733,-0.059822187,-0.04824738,-0.067786135,-0.0048838533,-0.08048176,-0.002128327,-0.082753025,-0.057820633,-0.019158384,0.017392648,-0.05486488,-0.004466682,-0.06368334,-0.051536415,-0.024884574,-0.06732531,-0.04990165,-0.017215682,-0.0072911433,-0.018180665,-0.055130325,0.017232034,0.0132347755,-0.050214194,-0.061184876,-0.03201575,-0.03479073,-0.036480356,-0.08720221,-0.04811767,0.018347405,-0.044891268,-0.04471858,-0.07206989,0.051507432,-0.040694773,-0.008931972,-0.053565256,-0.08594008,-0.049586676,-0.06506746,-0.0694749,-0.020204764,-0.041816827,-0.048695825,-0.045928977,-0.08153372,-0.06755986,-0.060262483,-0.04666991,-0.027510151,-0.017329827,-0.07275865,-0.08082081,-0.04594392,-0.040133342,-0.061099373,-0.078404054,-0.053114112,-0.018054692,-0.071810596,0.0034337097,-0.07854867,-0.068863764,-0.06359376,-0.07149909,-0.025862502,0.024906754,-0.06660628,-0.068001255,-0.06581014,-0.011816361,-0.039429463,-0.071696565,-0.08314837,-0.070374995,-0.00484031,0.008194293,0.041549254,-0.060405727,0.0096274335,-0.0869767,-0.03803537,-0.0469908,-0.020035256,-0.043300513,-0.018105563,-0.06537929,-0.067786135,-0.012808923,0.038472585,0.012144023,-0.069742374,-0.0019652457,-0.00405044,-0.029148916,-0.038965493,-0.027617253,0.0027162451,-0.021406954,-0.016724449,-0.0699805,-0.07265992,-0.07744773
71,-0.06787655,-0.05214096,-0.05920557,-0.017022647,-0.044063255,-0.07120615,-0.04178733,-0.0727552,-0.038224503,-0.019713698,-0.021356715,-0.02462279,-0.06871822,-0.029209493,-0.07269182,-0.0023472442,-0.063253686,-0.054494526,-0.020974485,-0.060522098,-0.08282454,-0.05912041,-0.045619346,-0.07385174,-0.0379922,-0.037715103,-0.07305931,-0.04030195,-0.06825254,-0.0042961724,-0.05104616,-0.029886786,0.022119539,-0.036919963,-0.07115286,-0.04856655,0.00869097,-0.029903233,-0.0731157,-0.04441198,-0.075125985,-0.037673846,-0.03355445,-0.023976352,-0.06603698,-0.058501713,-0.030191705,-0.067614876,-0.068706565,-0.04580211,-0.059961773,-0.041195933,-0.058562174,-0.059444696,-0.051349472,-0.01627007,-0.068836704,-0.05809846,-0.017345365,-0.06390473,-0.053327333,-0.052205466,-0.046965376,-0.06291325,-0.01323207,-0.041713905,-0.059620533,0.021361612,-0.027309623,-0.079028726,-0.06891826,-0.07320725,-0.04277017,-0.04645428,-0.06935371,-0.05345182,-0.041781038,-0.055957425,-0.049309608,-0.072575875,-0.03605215,-0.036063008,-0.01114146,-0.062849335,-0.07355718,-0.08475778,-0.067425765,-0.07987449,-0.056906313,0.013572461,-0.056253992,-0.050206307,-0.06723112,0.018881613,-0.052202236,-0.03164731,-0.030360376,0.023653345,-0.036364987,-0.078824595,-0.077547126,-0.046299107,-0.033933993,-0.06886297,-0.055599723,-0.077087454,-0.03676817,-0.051447,-0.060977697,-0.007389136,-0.061159268,0.005252099,-0.0052983016,-0.008345691,-0.030106138,-0.07733424,0.023784056,-0.021097682,-0.012964986,0.0020066395,-0.04843594,0.032856025,0.020176345,-0.0055192793,-0.009873417,-0.055971384,-0.07364337,-0.04599737,-0.051789936,-0.076504216,-0.07702832,-0.060327142,-0.07475904,-0.072478175,-0.04672109,0.03757116,-0.048287395,-0.037247214,-0.058562174,0.036158323,-0.07244242,-0.019239584,-0.021389892,-0.06792887,-0.044500474,-0.019509744,0.004346956,-0.059840042,-0.06287392,-0.005121908,-0.04201741,-0.02720981,-0.07385567,-0.05496865
72,-0.0041492083,-0.008781891,-0.033763845,-0.04094513,-0.046638038,-0.019489912,-0.04458103,-0.06439212,-0.09420492,0.006674528,-0.04673239,-0.0076073976,-0.08101244,-0.053618643,0.025909474,-0.018886466,-0.05156858,-0.073415734,-0.06374132,-0.061131116,-0.062006373,-0.06444575,-0.050577458,-0.053782742,-0.063685864,-0.05084723,0.02707756,-0.045552373,-0.061128628,-0.07697821,-0.050639108,-0.07458956,-0.08545042,-0.028482318,-0.06518265,-0.07638275,-0.041048147,0.053449918,0.027830102,-0.077699766,-0.018011687,-0.05884222,0.06289765,-0.049837522,-0.04559054,-0.035361916,-0.0061788107,-0.04418346,-0.04370926,-0.019469006,-0.06016793,-0.06443818,-0.034787256,-0.028078346,-0.027635803,0.024200227,-0.044800762,-0.058117896,-0.056516886,-0.061839223,0.020253617,-0.08613665,-0.03274932,-0.07418177,-0.08049048,-0.07275986,-0.036703795,0.07652665,-0.022772588,-0.01298151,-0.020494716,-0.08373487,-0.07076608,-0.02105198,-0.06376913,0.032706153,-0.061178133,-0.040538576,-0.018692182,0.020548223,-0.033903338,0.013477844,-0.05217785,-0.040405553,-0.05080717,-0.03612481,-0.0069331424,-0.021107538,-0.05932577,0.0048015486,-0.06976957,0.00032822654,0.0677628,-0.039485335,-0.034003384,-0.07363164,-0.05441564,0.016595805,-0.04678283,-0.034536503,-0.05926219,-0.041816335,0.0009807379,-0.026692862,-0.082689926,-0.074012496,-0.01543536,0.04939962,-0.052272443,-0.054117065,-0.057413533,-0.057341736,-0.079745874,0.052948195,-0.041842848,-0.037686087,-0.06878088,0.020180006,-0.073829725,-0.057509057,0.023915736,0.026423201,-0.071210794,-0.025895089,-0.008374983,-0.058081727,-0.06885099,0.04397516,-0.021647856,-0.041618787,-0.075182095,-0.05591996,-0.044955112,0.020865126,-0.05398578,-0.03714757,-0.03480226,-0.053302273,-0.034787256,-0.069016695,-0.07409308,-0.051096536,-0.03044107,-0.03489324,-0.04290265,-0.052399717,-0.023819674,0.056729916,-0.018925851,-0.03657978,-0.019480953,-0.035507694,-0.055685114,-0.06536214
73,0.014007523,0.062123552,-0.033345822,0.025038758,-0.041553333,0.018426152,-0.078511454,-0.02004985,-0.007092994,0.011860333,0.025610643,-0.032285847,0.009992764,0.012674849,-0.06720482,0.0050826506,0.016337471,0.030986136,0.033999212,-0.037275452,-0.014295351,-0.018100765,0.008104422,-0.0020900136,0.047876637,0.02374109,0.02124037,-0.05549426,-0.018535534,0.0015810373,-0.020187864,-0.037618935,-0.015433849,-0.037636507,-0.009599869,0.019356053,-0.035336636,-0.028873527,0.008130553,-0.054278426,0.0028000253,0.010205322,0.025454773,0.0015534833,0.036829107,-0.03154979,-0.010287574,-0.027967595,-0.045527775,0.05431249,0.025326809,0.03136731,0.04108127,0.017140046,0.0038269353,-0.0068411473,0.041988105,0.012685632,-0.03505755,-0.01945018,0.037287243,0.025567545,0.04677378,-0.023962617,0.03672529,-0.0122816535,-0.037121486,-0.02295613,-0.045083452,-0.0085904775,0.056943312,0.026187347,-0.052040853,0.028029589,0.0023045049,-0.049087822,0.043396533,-0.03296423,-0.009060729,0.034429934,-0.029893003,0.010857609,-0.07047834,-0.00895182,0.039335296,-0.019082699,0.050379355,0.005440027,0.02085535,-0.024999632,0.012022707,-0.019345233,-0.025529062,0.044711336,-0.031003112,0.020726718,-0.027453803,0.02864149,0.04324727,0.0043408787,0.044249013,-0.019161858,-0.0076201675,0.0022997067,-0.021099627,0.033550076,0.045977782,0.041502934,-0.03874525,-0.018278487,-0.0004403099,0.040910073,-0.048548277,0.0822665,-0.043708935,-0.0063932263,-0.03492717,0.00017593734,-0.035678092,0.011479515,0.010923194,-0.053200245,0.039780375,0.015629193,-0.020326754,0.03855459,0.041116375,-0.0068723476,-0.011555982,-0.04047422,0.04117113,-0.05259306,0.026893215,0.013759212,-0.026026879,-0.003177913,-0.02314662,-0.013439053,0.04108127,0.0063833566,0.018856447,0.027957482,0.027759168,-0.03172329,0.04209446,-0.0060054203,-0.0017970201,-0.06981195,0.037363116,0.037920807,0.014716299,0.02352374,0.047280952,-0.05416361
74,-0.039471462,-0.042523667,-0.025218276,-0.015632143,-0.02048113,-0.03881562,-0.07823547,-0.0647343,-0.0372178,-0.020241497,-0.0026424874,-0.050703913,-0.05371362,-0.0030460346,-0.06509262,-0.061775822,0.021950556,0.015172534,-0.031561974,0.02995378,-0.014977025,0.036537,0.031926308,-0.0058799237,0.04399301,-0.06244741,0.040906183,0.0041321013,0.019127201,-0.038805887,0.049937643,-0.027273197,-0.01911671,-0.08013806,-0.035279337,-0.00957467,-0.01107358,0.05479066,-0.006020321,0.054844745,-2.8962973e-05,-0.06575302,0.0054624644,-0.029436719,0.059867393,0.0308969,-0.03738482,-0.052509148,-0.005717456,-0.010220799,-0.062447634,-0.035564367,-0.015075101,0.043549158,0.016362227,-0.037450317,-0.041426644,-0.063088804,0.008411893,0.02264802,0.019343525,-0.022815567,0.067225255,-0.0018906317,-0.044532742,-0.02295537,-0.079991564,0.017054634,0.035405718,0.055747658,0.039497606,-0.02656072,0.040207397,-0.029484311,0.037168637,-0.05270072,-0.059046682,-0.06705958,-0.028037364,-0.018859893,0.06755264,0.04432358,0.02534622,-0.023828613,-0.027512064,0.0047105243,0.05519731,0.034577254,0.060637135,0.0072961445,0.010291067,0.0075429226,0.0036231885,-0.071913235,-0.030664857,-0.030287392,-0.03245048,0.013608363,0.010244263,0.038843215,0.01867948,0.009034693,0.056428064,0.0343566,0.07262551,0.023204423,0.010223632,0.02164304,0.019950218,-0.01906279,0.024466086,-0.029298501,-0.03370568,-0.048800297,-0.0077435574,0.0072750603,-0.027524404,0.035428826,0.041478194,0.03407471,-0.027641268,0.06278737,0.0415614,-0.02079076,-0.033844598,0.03901804,-0.056932695,0.024195472,-0.066797346,0.001373278,0.04196712,-0.012015237,-0.023336165,0.04629701,-0.036175195,0.0012160578,0.05633204,-0.012350585,-0.015075101,0.022479445,-0.01771451,-0.027676089,-0.02069775,0.004148272,0.05174712,-0.03016947,0.017080959,-0.049441896,0.016467417,0.056641817,-0.03275259,-0.0583084,-0.020425167,0.016080987
75,0.037395,-0.03778576,-0.04115699,0.0018087374,-0.0040523005,0.027961362,0.0014147396,-0.04448774,0.010866936,0.018766822,-0.0046794023,0.026856363,-0.04893095,0.0068983627,0.018226892,-0.042409413,-0.013093199,-0.032901227,0.036927246,-0.072558954,0.027700026,0.030707935,-0.04609388,-0.0064538084,-0.07390286,-0.0076322188,0.037413843,-0.05118703,0.019223625,0.03479677,-0.040697075,-0.05226143,-0.019525362,0.026866788,0.021793427,-0.04721221,0.054659937,-0.016720328,4.2253723e-05,-0.062452484,0.051694173,-0.060776114,0.06878268,0.037142668,-0.03786923,-0.041801155,-0.07423215,-0.068827316,-0.10244499,-0.043056343,0.02410341,0.0101646725,0.0023761967,0.049459524,0.04853855,0.034234334,0.0027326567,-0.0052398313,-0.024305426,-0.017679993,0.008496767,-0.0072375024,-0.08430943,-0.07159375,-0.026628083,-0.05287238,0.020767748,-0.022613754,0.025272299,-0.011925412,0.03453542,-0.024760881,-0.01969204,0.05054161,0.02563831,0.019334106,0.056639347,-0.00053000444,0.0053135804,0.05663363,0.011845489,-0.08126174,-0.00037687167,0.020621376,0.043995667,-0.004263958,0.0397381,0.019569157,-0.000920197,0.06987138,-0.04993607,0.03323475,-0.02564806,-0.036829915,-0.024427569,-0.022896651,-0.027840959,-0.008292336,-0.005202247,0.019386709,0.01436087,-0.041818045,0.024524752,0.06098498,-0.07809255,-0.006098989,-0.011309166,0.023101361,-0.03325274,-0.012653441,-0.051003747,-0.011549433,-0.07496453,-0.0042060767,-0.0076048425,0.02207435,-0.06047162,0.012894138,-0.08643791,-0.042037,0.047723223,0.027337445,-0.045258272,-0.073281825,0.020894548,0.014526567,-0.0397654,-0.03064032,-0.013051729,-0.048944533,0.05559957,-0.023250308,0.045642357,0.026840929,0.024573542,-0.016105415,-0.006863892,-0.01448069,0.0023761967,0.04047164,0.0236907,0.031056436,-0.069009304,-0.07765355,-0.0069617615,0.0420864,0.023446124,-0.07424038,-0.042137638,-0.03296745,-0.036323544,0.022871738,0.020899428,-0.057060577
