1.0,0.2143,0.125,0.0,0.125,0.75,0.0,0.4545,0.0,0.125,0.0769,0.125,0.1111,0.1,0.125,0.1111,0.0526,0.0,0.125,0.1111,0.1538,0.0,0.0476,0.625,0.1538,0.6667,0.0,0.2727,0.2,0.125,0.125,0.0,0.125,0.0,0.375,0.0769,0.0,0.125,0.4444,0.1111,0.0833,0.125,0.125,0.0,0.0,0.1111,0.125,0.0,0.125,0.1429,0.25,0.0,0.0,0.16,0.125,0.125,0.1,0.0909,0.3,0.1667,0.0,0.1111,0.1333,0.0909,0.1579,0.1667,0.4,0.125,0.1,0.0909,0.2143,0.1333,0.1053,0.0952,0.0667,0.0,0.0,0.0,0.0,0.1,0.125,0.1765,0.1538,0.0,0.2143,0.1538,0.1429,0.0909,0.0,0.25,0.0,0.0,0.0,0.125,0.0,0.125,0.125,0.0,0.25,0.1,0.1667,0.0625,0.1176,0.0833,0.0,0.0909,0.0,0.1935,0.6667,0.0,0.2143,0.1333,0.0833,0.1,0.125,0.1429,0.4545,0.0833,0.2143,0.0833,0.125,0.0,0.125,0.125,0.75,0.625,0.1538,0.125,0.125,0.0,0.0769,0.625,0.1429,0.0769,0.0909,0.0,0.0769,0.125,0.0,0.25,0.0,0.0,0.0833,0.125,0.1,0.0952,0.25,0.0811,0.0833,0.2727,0.0833,0.2222,0.0769,0.6667
0.2143,1.0,0.1429,0.0,0.1429,0.1429,0.2143,0.2143,0.0714,0.0714,0.4286,0.1429,0.0714,0.2857,0.2857,0.2143,0.1579,0.2143,0.2857,0.2143,0.2143,0.0714,0.2857,0.1429,0.2857,0.1429,0.1429,0.1429,0.0667,0.1429,0.1429,0.0714,0.0714,0.0714,0.2857,0.2143,0.1429,0.0714,0.2143,0.1429,0.1429,0.2857,0.1429,0.0714,0.2143,0.1429,0.1429,0.2143,0.2143,0.3571,0.0714,0.1429,0.0714,0.12,0.2857,0.1429,0.0714,0.3571,0.1429,0.2143,0.0714,0.2143,0.1333,0.2143,0.3158,0.3333,0.1333,0.0,0.0,0.1818,0.0,0.1333,0.2632,0.1905,0.1333,0.0714,0.2143,0.1429,0.2143,0.2,0.0714,0.1765,0.2143,0.2143,0.2143,0.1429,0.1429,0.1429,0.1429,0.1429,0.0714,0.0714,0.1429,0.1429,0.0,0.1429,0.0714,0.0,0.0714,0.0714,0.1429,0.1875,0.1765,0.125,0.1429,0.0714,0.0714,0.2258,0.1429,0.1429,0.0714,0.2,0.0714,0.2857,0.0714,0.0714,0.1429,0.2857,0.1429,0.2857,0.2857,0.0714,0.1429,0.1429,0.2143,0.1429,0.0714,0.0714,0.0714,0.0714,0.2308,0.1429,0.2857,0.0714,0.2273,0.0714,0.0714,0.0714,0.0714,0.1429,0.1429,0.1429,0.0714,0.1875,0.35,0.1905,0.2857,0.1622,0.0714,0.0714,0.1429,0.1429,0.1429,0.1429
0.125,0.1429,1.0,0.0,0.375,0.1429,0.1667,0.0909,0.0,0.0,0.1538,0.0,0.3333,0.1,0.0,0.0,0.0526,0.0,0.2857,0.0,0.3077,0.0909,0.0476,0.1429,0.0,0.2222,0.1,0.2727,0.0667,0.1667,0.0,0.0,0.1667,0.0,0.25,0.0769,0.0,0.3333,0.2222,0.1111,0.1667,0.0,0.0,0.0,0.0833,0.0,0.1429,0.0,0.1667,0.2143,0.125,0.1,0.0,0.12,0.0,0.0,0.1,0.0909,0.1,0.1667,0.25,0.0,0.2,0.0,0.0526,0.0,0.1333,0.0,0.1,0.0455,0.2857,0.2,0.1053,0.1905,0.1333,0.0,0.1429,0.0833,0.1,0.15,0.0,0.0588,0.0769,0.2727,0.2143,0.2308,0.2143,0.0909,0.0,0.0,0.1667,0.1667,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.25,0.0625,0.1765,0.125,0.125,0.2727,0.0769,0.0323,0.1111,0.2222,0.0714,0.0667,0.0,0.3,0.0,0.4286,0.1818,0.1667,0.0714,0.0,0.1667,0.0,0.0,0.375,0.1429,0.1429,0.2308,0.3333,0.0,0.0,0.0769,0.1429,0.2143,0.0769,0.1364,0.5,0.0769,0.0,0.0,0.25,0.2,0.1111,0.0,0.0625,0.1,0.1905,0.0,0.0541,0.0,0.0909,0.1667,0.0,0.3077,0.1111
0.0,0.0,0.0,1.0,0.125,0.0,0.0,0.0909,0.0,0.1667,0.0769,0.0,0.1111,0.0,0.0,0.1111,0.1053,0.1,0.0,0.0,0.0,0.0,0.0952,0.0,0.0769,0.0,0.0,0.0909,0.1333,0.0,0.125,0.0,0.0,0.1667,0.0,0.0769,0.25,0.0,0.0,0.0,0.0,0.1429,0.2,0.0,0.0,0.0,0.0,0.1667,0.0,0.0714,0.0,0.2,0.1667,0.04,0.0,0.0,0.0,0.0,0.0,0.0833,0.125,0.1111,0.0667,0.0909,0.0,0.1111,0.0667,0.0,0.0,0.0455,0.0714,0.0667,0.0526,0.0476,0.0667,0.0,0.1429,0.0,0.1,0.05,0.0,0.0588,0.0,0.0,0.0714,0.0769,0.0714,0.0,0.1,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,0.0625,0.0588,0.0417,0.125,0.0909,0.1538,0.0,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0833,0.1429,0.0833,0.2,0.0,0.0,0.0,0.0,0.0,0.0769,0.0,0.25,0.0,0.0769,0.0,0.0714,0.0,0.0909,0.0,0.0769,0.0,0.1667,0.0833,0.1,0.0,0.0,0.0625,0.05,0.0952,0.1667,0.0541,0.0,0.0,0.0833,0.0,0.0769,0.0
0.125,0.1429,0.375,0.125,1.0,0.125,0.0,0.1818,0.0,0.0,0.2308,0.0,0.3333,0.1,0.0,0.1111,0.1579,0.1,0.0,0.1111,0.3077,0.1818,0.1429,0.125,0.2308,0.1111,0.1,0.7273,0.1333,0.0,0.125,0.2222,0.125,0.125,0.25,0.1538,0.125,0.25,0.2222,0.1111,0.1667,0.0,0.25,0.125,0.1667,0.0,0.125,0.125,0.125,0.3571,0.125,0.2,0.0,0.16,0.0,0.125,0.0,0.1818,0.2,0.25,0.0,0.0,0.2667,0.0,0.2105,0.2222,0.1333,0.0,0.2,0.1364,0.2143,0.2667,0.1579,0.2857,0.2,0.125,0.25,0.1667,0.2,0.25,0.125,0.1176,0.1538,0.1818,0.2857,0.3077,0.2857,0.1818,0.0,0.0,0.125,0.125,0.125,0.0,0.0,0.125,0.375,0.0,0.375,0.3,0.3333,0.1875,0.2353,0.1667,0.125,0.3636,0.0769,0.0968,0.1111,0.1111,0.2143,0.1333,0.1667,0.2,0.0,0.2857,0.2727,0.0833,0.2143,0.25,0.125,0.0,0.0,0.625,0.25,0.125,0.3077,0.25,0.125,0.125,0.1538,0.125,0.3571,0.1538,0.1818,0.125,0.2308,0.125,0.0,0.6667,0.1,0.0,0.1667,0.125,0.15,0.1905,0.0,0.0811,0.0,0.3636,0.4167,0.1111,0.3846,0.1111
0.75,0.1429,0.1429,0.0,0.125,1.0,0.0,0.4545,0.0,0.0,0.0769,0.1429,0.1111,0.1,0.1429,0.1111,0.0526,0.0,0.1429,0.1111,0.1538,0.0,0.0476,0.7143,0.0769,0.5556,0.0,0.2727,0.2,0.1429,0.125,0.0,0.1429,0.0,0.375,0.0769,0.0,0.1429,0.3333,0.0,0.0833,0.1429,0.1429,0.0,0.0,0.0,0.0,0.0,0.2857,0.1429,0.375,0.0,0.0,0.12,0.0,0.1429,0.0,0.0909,0.3,0.0833,0.0,0.1111,0.0667,0.0,0.1053,0.1111,0.3333,0.1429,0.0,0.0909,0.0714,0.1333,0.1053,0.0952,0.0667,0.0,0.0,0.0,0.1,0.1,0.0,0.1176,0.0769,0.0,0.1429,0.1538,0.0714,0.0909,0.1,0.1429,0.0,0.0,0.0,0.0,0.0,0.2857,0.0,0.1429,0.1429,0.2,0.0833,0.0625,0.1176,0.0833,0.125,0.1818,0.0769,0.2258,0.5556,0.1111,0.1429,0.1,0.1667,0.0,0.1429,0.1429,0.4545,0.0833,0.2143,0.0833,0.1429,0.0,0.1429,0.125,0.7143,0.7143,0.2308,0.1429,0.0,0.0,0.0769,0.7143,0.1429,0.0769,0.0909,0.0,0.0769,0.0,0.0,0.1667,0.0,0.0,0.1667,0.125,0.05,0.0952,0.1429,0.0811,0.0833,0.0909,0.1667,0.1111,0.0769,0.5556
0.0,0.2143,0.1667,0.0,0.0,0.0,1.0,0.0,0.1667,0.0,0.0769,0.0,0.2222,0.1,0.0,0.3333,0.0526,0.2,0.1429,0.0,0.1538,0.0909,0.0952,0.0,0.0769,0.0,0.1,0.0909,0.0667,0.3333,0.0,0.1111,0.0,0.3333,0.125,0.2308,0.1667,0.0,0.0,0.1111,0.1667,0.0,0.0,0.1667,0.1667,0.2222,0.0,0.3333,0.5,0.1429,0.0,0.3,0.0,0.12,0.0,0.0,0.1,0.1818,0.0,0.1667,0.125,0.2222,0.0667,0.1818,0.1053,0.1111,0.2,0.0,0.0,0.0455,0.2143,0.2,0.0,0.0952,0.1333,0.0,0.4286,0.0833,0.1,0.15,0.1667,0.0588,0.0769,0.3636,0.2857,0.0769,0.1429,0.0909,0.2,0.0,0.1667,0.1667,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.125,0.1176,0.125,0.0,0.0909,0.3077,0.0645,0.0,0.5556,0.0714,0.0667,0.0833,0.4,0.0,0.0714,0.0909,0.0833,0.0,0.0833,0.0,0.1667,0.0,0.125,0.0,0.0,0.0769,0.0,0.0,0.1667,0.0769,0.0,0.1429,0.0769,0.0909,0.0,0.0,0.2857,0.0,0.1667,0.3,0.6667,0.0833,0.0,0.1,0.0952,0.1667,0.0541,0.0,0.0,0.0,0.0,0.1538,0.0
0.4545,0.2143,0.0909,0.0909,0.1818,0.4545,0.0,1.0,0.0909,0.0909,0.0769,0.0909,0.1818,0.1818,0.1818,0.1818,0.2105,0.0909,0.0909,0.1818,0.1538,0.0,0.1905,0.4545,0.1538,0.4545,0.0,0.0909,0.2,0.0909,0.0909,0.1818,0.0909,0.0,0.3636,0.1538,0.0,0.1818,0.3636,0.0909,0.0833,0.0909,0.0909,0.1818,0.0,0.1818,0.0909,0.0909,0.0909,0.1429,0.1818,0.1818,0.0909,0.16,0.1818,0.1818,0.0909,0.0909,0.2727,0.1667,0.0909,0.0909,0.1333,0.0,0.1579,0.1667,0.3333,0.0,0.0909,0.1364,0.0714,0.1333,0.2105,0.1905,0.0667,0.0909,0.0,0.0,0.0909,0.2,0.0,0.1176,0.0769,0.0,0.1429,0.1538,0.0714,0.0,0.0,0.1818,0.0909,0.0,0.0,0.0,0.0,0.1818,0.0,0.0,0.0909,0.0909,0.0833,0.125,0.1176,0.125,0.0909,0.0909,0.0,0.2581,0.5455,0.0,0.0714,0.1333,0.0,0.0,0.0909,0.2143,0.4545,0.0833,0.1429,0.0833,0.0909,0.0909,0.1818,0.2727,0.4545,0.4545,0.1538,0.1818,0.0909,0.0909,0.1154,0.5455,0.2143,0.0769,0.1364,0.0,0.0769,0.0909,0.0909,0.25,0.0,0.0,0.0,0.25,0.2,0.1429,0.0909,0.1351,0.0,0.0,0.0833,0.0909,0.0769,0.5455
0.0,0.0714,0.0,0.0,0.0,0.0,0.1667,0.0909,1.0,0.1667,0.0769,0.0,0.1111,0.2,0.0,0.1111,0.1053,0.2,0.1429,0.0,0.0,0.0909,0.1429,0.0,0.0769,0.0,0.1,0.0909,0.0667,0.2,0.125,0.1111,0.2,0.0,0.125,0.1538,0.2,0.0,0.2222,0.2222,0.0,0.0,0.0,0.1667,0.1667,0.2222,0.1429,0.3333,0.1667,0.1429,0.125,0.0,0.1667,0.04,0.0,0.0,0.2,0.0,0.1,0.0,0.125,0.2222,0.0667,0.0909,0.1579,0.1111,0.0667,0.0,0.2,0.0455,0.0714,0.2,0.1053,0.0476,0.2,0.1429,0.0,0.0833,0.1,0.15,0.0,0.1765,0.0769,0.0,0.0,0.0,0.0714,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.1,0.0833,0.125,0.1176,0.0833,0.125,0.0,0.0769,0.0645,0.1111,0.1111,0.1429,0.1,0.0833,0.0,0.0,0.1429,0.0,0.0833,0.1429,0.0833,0.0,0.2,0.2,0.25,0.0,0.0,0.0769,0.0,0.2,0.2,0.0385,0.0,0.1429,0.0769,0.0909,0.0,0.0769,0.1429,0.1667,0.1667,0.1,0.1111,0.0833,0.0625,0.05,0.0952,0.0,0.0811,0.0,0.0909,0.0833,0.1111,0.0769,0.1111
0.125,0.0714,0.0,0.1667,0.0,0.0,0.0,0.0909,0.1667,1.0,0.0769,0.3333,0.0,0.1,0.0,0.2222,0.0526,0.2,0.0,0.0,0.0769,0.0,0.0952,0.0,0.1538,0.1111,0.1,0.0,0.1333,0.0,0.0,0.2222,0.0,0.1667,0.0,0.1538,0.3333,0.0,0.2222,0.0,0.0,0.1429,0.0,0.1667,0.1667,0.0,0.2857,0.1667,0.1667,0.0714,0.0,0.2,0.0,0.08,0.125,0.0,0.2,0.0,0.1,0.0833,0.625,0.1111,0.2,0.1818,0.1053,0.1667,0.0667,0.1667,0.3,0.0455,0.3571,0.1333,0.1579,0.0476,0.0667,0.2857,0.2857,0.0833,0.1,0.1,0.1667,0.1765,0.0769,0.0909,0.0714,0.0769,0.0714,0.0,0.1,0.0,0.1667,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.1,0.0833,0.0,0.1176,0.125,0.125,0.0909,0.1538,0.0645,0.0,0.1111,0.2143,0.1,0.1667,0.2,0.0,0.1429,0.0909,0.0833,0.1429,0.1667,0.1667,0.0,0.1667,0.0,0.0,0.0,0.1538,0.0,0.1667,0.0,0.0769,0.0,0.0714,0.1538,0.0909,0.0,0.0769,0.0,0.0,0.0,0.0,0.1111,0.1667,0.125,0.05,0.0952,0.0,0.0811,0.0833,0.1818,0.0833,0.2222,0.0769,0.0
